ORNEK_NO,new_id,old_id,BOLGE_ADI,MUDURLUK_ADI,SEFLIK_ADI,NAD_X,NAD_Y,ENVANTER_TARIHI,AKTUEL_MES_TIP,BONITET,RAKIM,EGIM,BAKI,IKLIM_TIPI,ORIJIN,ISLETME_SEKLI,KARISIM_SEKLI,KAPALILIK_DURUMU,LOKAL_KONUM,BİTKİ_ÖRTÜSÜ_TÜR,ORTALAMA_BOY,ÖRTME_ORANI,DİĞER_ORTU_TURU,YIL,BLOK
930611,930611,243960,İSTANBUL,ŞİLE,AĞVA,29.87496308,41.05549086,29-09-2020,MDyb2,4,121,33,Güney Doğu,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,IBRELI+YAPRAKLI,Orta Kapalı,Orta Yamaç,Süpürge Çalısı,1.7,30,,2020,5
930611,930611,243960,İSTANBUL,ŞİLE,AĞVA,29.87496308,41.05549086,29-09-2020,MDyb2,4,121,33,Güney Doğu,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,IBRELI+YAPRAKLI,Orta Kapalı,Orta Yamaç,Diğer Yapraklı,4.5,10,,2020,5
930597,930597,243550,İSTANBUL,ŞİLE,AĞVA,29.83814543,41.02938432,05-10-2019,KsKna3,4,418,41,Güney Batı,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Normal Kapalı,Orta Yamaç,Diğer Yapraklı,1.5,5,,2019,4
930545,930545,232989,İSTANBUL,KANLICA,SULTANBEYLİ ,29.33899589,41.04060263,04-01-2022,Mab3,2,74,1,Düzlük,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Taban,Tavşanmemesi,0.3,1,,2021,1
930545,930545,232989,İSTANBUL,KANLICA,SULTANBEYLİ ,29.33899589,41.04060263,04-01-2022,Mab3,2,74,1,Düzlük,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Taban,Kuşburnu,2,1,,2021,1
930545,930545,232989,İSTANBUL,KANLICA,SULTANBEYLİ ,29.33899589,41.04060263,04-01-2022,Mab3,2,74,1,Düzlük,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Taban,Akçakesme/Kesme,1,1,,2021,1
930545,930545,232989,İSTANBUL,KANLICA,SULTANBEYLİ ,29.33899589,41.04060263,04-01-2022,Mab3,2,74,1,Düzlük,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Taban,Dikenli Sarmaşık,0.15,20,,2021,1
930545,930545,232989,İSTANBUL,KANLICA,SULTANBEYLİ ,29.33899589,41.04060263,04-01-2022,Mab3,2,74,1,Düzlük,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Taban,Böğürtlen,2,20,,2021,1
930541,930541,232969,İSTANBUL,KANLICA,ÖMERLİ,29.34091142,41.09460626,05-10-2019,Ma3,2,45,20,Güney,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Orta Kapalı,Orta Yamaç,Süpürge Çalısı,2,10,,2019,4
930541,930541,232969,İSTANBUL,KANLICA,ÖMERLİ,29.34091142,41.09460626,05-10-2019,Ma3,2,45,20,Güney,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Orta Kapalı,Orta Yamaç,Diğer Yapraklı,3.5,5,,2019,4
930541,930541,232969,İSTANBUL,KANLICA,ÖMERLİ,29.34091142,41.09460626,05-10-2019,Ma3,2,45,20,Güney,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Orta Kapalı,Orta Yamaç,Diğer Yapraklı,0.5,15,,2019,4
930535,930535,232939,İSTANBUL,ŞİLE,SAHİLKÖY,29.34379449,41.17561062,02-01-2022,İs,0,43,3,Düzlük,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Boşluklu Kapalı,Taban,,,,,2021,1
930533,930533,232929,İSTANBUL,ŞİLE,SAHİLKÖY,29.34475813,41.20261178,06-10-2020,Çmc3,2,92,29,Doğu,Karadeniz kiyi kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI,Normal Kapalı,Üst Yamaç,Diğer Yapraklı,3.5,25,,2020,5
930533,930533,232929,İSTANBUL,ŞİLE,SAHİLKÖY,29.34475813,41.20261178,06-10-2020,Çmc3,2,92,29,Doğu,Karadeniz kiyi kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI,Normal Kapalı,Üst Yamaç,Süpürge Çalısı,2.6,26,,2020,5
930533,930533,232929,İSTANBUL,ŞİLE,SAHİLKÖY,29.34475813,41.20261178,06-10-2020,Çmc3,2,92,29,Doğu,Karadeniz kiyi kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI,Normal Kapalı,Üst Yamaç,Diğer Yapraklı,2.1,5,,2020,5
930533,930533,232929,İSTANBUL,ŞİLE,SAHİLKÖY,29.34475813,41.20261178,06-10-2020,Çmc3,2,92,29,Doğu,Karadeniz kiyi kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI,Normal Kapalı,Üst Yamaç,Diğer Yapraklı,2.5,5,,2020,5
930533,930533,232929,İSTANBUL,ŞİLE,SAHİLKÖY,29.34475813,41.20261178,06-10-2020,Çmc3,2,92,29,Doğu,Karadeniz kiyi kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI,Normal Kapalı,Üst Yamaç,Diğer Yapraklı,2,5,,2020,5
930503,930503,226260,İSTANBUL,KANLICA,KARTAL,29.15801801,40.96306925,28-09-2019,BÇm,0,280,7,Güney Doğu,Akdeniz kiyi kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI,Orta Kapalı,Üst Yamaç,Diğer Yapraklı,1.4,4,,2019,4
930503,930503,226260,İSTANBUL,KANLICA,KARTAL,29.15801801,40.96306925,28-09-2019,BÇm,0,280,7,Güney Doğu,Akdeniz kiyi kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI,Orta Kapalı,Üst Yamaç,Süpürge Çalısı,1.5,5,,2019,4
930503,930503,226260,İSTANBUL,KANLICA,KARTAL,29.15801801,40.96306925,28-09-2019,BÇm,0,280,7,Güney Doğu,Akdeniz kiyi kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI,Orta Kapalı,Üst Yamaç,Diğer Yapraklı,0.8,5,,2019,4
930503,930503,226260,İSTANBUL,KANLICA,KARTAL,29.15801801,40.96306925,28-09-2019,BÇm,0,280,7,Güney Doğu,Akdeniz kiyi kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI,Orta Kapalı,Üst Yamaç,Diğer Yapraklı,0.6,40,,2019,4
930503,930503,226260,İSTANBUL,KANLICA,KARTAL,29.15801801,40.96306925,28-09-2019,BÇm,0,280,7,Güney Doğu,Akdeniz kiyi kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI,Orta Kapalı,Üst Yamaç,Diğer Yapraklı,0.8,5,,2019,4
930503,930503,226260,İSTANBUL,KANLICA,KARTAL,29.15801801,40.96306925,28-09-2019,BÇm,0,280,7,Güney Doğu,Akdeniz kiyi kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI,Orta Kapalı,Üst Yamaç,Diğer Yapraklı,0.6,40,,2019,4
930503,930503,226260,İSTANBUL,KANLICA,KARTAL,29.15801801,40.96306925,28-09-2019,BÇm,0,280,7,Güney Doğu,Akdeniz kiyi kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI,Orta Kapalı,Üst Yamaç,Diğer Yapraklı,1.4,4,,2019,4
930503,930503,226260,İSTANBUL,KANLICA,KARTAL,29.15801801,40.96306925,28-09-2019,BÇm,0,280,7,Güney Doğu,Akdeniz kiyi kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI,Orta Kapalı,Üst Yamaç,Süpürge Çalısı,1.5,5,,2019,4
930497,930497,223210,İSTANBUL,KANLICA,ADALAR,29.04946402,40.91100582,07-10-2020,İs,0,104,26.47286797,Kuzey,Akdeniz kiyi kusagi,Sürgün Kökenli,Açıklık Alan,YAPRAKLI+IBRELI,Boşluklu Kapalı,Orta Yamaç,Diğer Yapraklı,1.5,35,,2020,5
930497,930497,223210,İSTANBUL,KANLICA,ADALAR,29.04946402,40.91100582,07-10-2020,İs,0,104,26.47286797,Kuzey,Akdeniz kiyi kusagi,Sürgün Kökenli,Açıklık Alan,YAPRAKLI+IBRELI,Boşluklu Kapalı,Orta Yamaç,Diğer Yapraklı,1.5,15,,2020,5
930497,930497,223210,İSTANBUL,KANLICA,ADALAR,29.04946402,40.91100582,07-10-2020,İs,0,104,26.47286797,Kuzey,Akdeniz kiyi kusagi,Sürgün Kökenli,Açıklık Alan,YAPRAKLI+IBRELI,Boşluklu Kapalı,Orta Yamaç,Laden,0.7,10,,2020,5
930497,930497,223210,İSTANBUL,KANLICA,ADALAR,29.04946402,40.91100582,07-10-2020,İs,0,104,26.47286797,Kuzey,Akdeniz kiyi kusagi,Sürgün Kökenli,Açıklık Alan,YAPRAKLI+IBRELI,Boşluklu Kapalı,Orta Yamaç,Diğer Yapraklı,0.7,35,,2020,5
930487,930487,223150,İSTANBUL,BAHÇEKÖY,SARIYER,29.05786402,41.18107687,23-09-2020,Çkbc3,2,98,22,Kuzey Batı,Karadeniz kiyi ardi iliman iklim kusagi,Ekim ve Dikimli Gelen,Koru,YAPRAKLI,Normal Kapalı,Orta Yamaç,Süpürge Çalısı,2.1,65,,2020,5
930487,930487,223150,İSTANBUL,BAHÇEKÖY,SARIYER,29.05786402,41.18107687,23-09-2020,Çkbc3,2,98,22,Kuzey Batı,Karadeniz kiyi ardi iliman iklim kusagi,Ekim ve Dikimli Gelen,Koru,YAPRAKLI,Normal Kapalı,Orta Yamaç,Diğer Yapraklı,2.2,10,,2020,5
930487,930487,223150,İSTANBUL,BAHÇEKÖY,SARIYER,29.05786402,41.18107687,23-09-2020,Çkbc3,2,98,22,Kuzey Batı,Karadeniz kiyi ardi iliman iklim kusagi,Ekim ve Dikimli Gelen,Koru,YAPRAKLI,Normal Kapalı,Orta Yamaç,Diğer Yapraklı,3,6,,2020,5
930485,930485,223140,İSTANBUL,BAHÇEKÖY,SARIYER,29.05871032,41.2080832,22-09-2019,GnKsMab3,3,131,25,Kuzey Doğu,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,IBRELI+YAPRAKLI,Orta Kapalı,Orta Yamaç,Diğer Yapraklı,3.5,25,,2019,4
930485,930485,223140,İSTANBUL,BAHÇEKÖY,SARIYER,29.05871032,41.2080832,22-09-2019,GnKsMab3,3,131,25,Kuzey Doğu,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,IBRELI+YAPRAKLI,Orta Kapalı,Orta Yamaç,Diğer Yapraklı,3.2,10,,2019,4
930485,930485,223140,İSTANBUL,BAHÇEKÖY,SARIYER,29.05871032,41.2080832,22-09-2019,GnKsMab3,3,131,25,Kuzey Doğu,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,IBRELI+YAPRAKLI,Orta Kapalı,Orta Yamaç,Diğer Yapraklı,0.6,3,,2019,4
930485,930485,223140,İSTANBUL,BAHÇEKÖY,SARIYER,29.05871032,41.2080832,22-09-2019,GnKsMab3,3,131,25,Kuzey Doğu,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,IBRELI+YAPRAKLI,Orta Kapalı,Orta Yamaç,Diğer Yapraklı,3.7,2,,2019,4
930443,930443,217228,İSTANBUL,İSTANBUL,FENERTEPE,28.8426101,41.15770107,23-09-2019,OT,0,143,18,Doğu,Karadeniz kiyi ardi iliman iklim kusagi,Açıklık Alan,Açıklık Alan,Açıklık Alan,Boşluklu Kapalı,Üst Yamaç,Süpürge Çalısı,0.7,50,,2019,4
930443,930443,217228,İSTANBUL,İSTANBUL,FENERTEPE,28.8426101,41.15770107,23-09-2019,OT,0,143,18,Doğu,Karadeniz kiyi ardi iliman iklim kusagi,Açıklık Alan,Açıklık Alan,Açıklık Alan,Boşluklu Kapalı,Üst Yamaç,Eğrelti,0.8,10,,2019,4
930305,930305,206628,İSTANBUL,ÇATALCA,TERKOS,28.55795534,41.21594903,22-12-2021,Z,0,135,10,Batı,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Boşluklu Kapalı,Orta Yamaç,Süpürge çalısı,1.5,70,,2021,1
930305,930305,206628,İSTANBUL,ÇATALCA,TERKOS,28.55795534,41.21594903,22-12-2021,Z,0,135,10,Batı,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Boşluklu Kapalı,Orta Yamaç,Kurtbağrı,2.3,5,,2021,1
930305,930305,206628,İSTANBUL,ÇATALCA,TERKOS,28.55795534,41.21594903,22-12-2021,Z,0,135,10,Batı,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Boşluklu Kapalı,Orta Yamaç,Kuşkonmaz,0.7,10,,2021,1
930305,930305,206628,İSTANBUL,ÇATALCA,TERKOS,28.55795534,41.21594903,22-12-2021,Z,0,135,10,Batı,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Boşluklu Kapalı,Orta Yamaç,Karaçalı,2,10,,2021,1
930305,930305,206628,İSTANBUL,ÇATALCA,TERKOS,28.55795534,41.21594903,22-12-2021,Z,0,135,10,Batı,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Boşluklu Kapalı,Orta Yamaç,Kuşburnu,1.5,15,,2021,1
930305,930305,206628,İSTANBUL,ÇATALCA,TERKOS,28.55795534,41.21594903,22-12-2021,Z,0,135,10,Batı,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Boşluklu Kapalı,Orta Yamaç,Böğürtlen,1.1,30,,2021,1
930305,930305,206628,İSTANBUL,ÇATALCA,TERKOS,28.55795534,41.21594903,22-12-2021,Z,0,135,10,Batı,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Boşluklu Kapalı,Orta Yamaç,Kızılcık,2,30,,2021,1
930305,930305,206628,İSTANBUL,ÇATALCA,TERKOS,28.55795534,41.21594903,22-12-2021,Z,0,135,10,Batı,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Boşluklu Kapalı,Orta Yamaç,Eğrelti,0.7,10,,2021,1
930301,930301,206608,İSTANBUL,ÇATALCA,DURUSU,28.55923933,41.26997614,22-09-2019,MDya3,3,43,8,Kuzey,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Orta Kapalı,Alt Yamaç,Diğer Yapraklı,4.5,30,,2019,4
930301,930301,206608,İSTANBUL,ÇATALCA,DURUSU,28.55923933,41.26997614,22-09-2019,MDya3,3,43,8,Kuzey,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Orta Kapalı,Alt Yamaç,Diğer Yapraklı,2.5,15,,2019,4
930293,930293,206568,İSTANBUL,ÇATALCA,DURUSU,28.56181781,41.37802873,18-09-2020,Mc3,2,41,2,Güney Batı,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Üst Yamaç,Diğer Yapraklı,0.9,90,,2020,5
930177,930177,197838,İSTANBUL,ÇATALCA,ÇİFTLİKKÖY,28.34495246,41.29970183,24-12-2021,Ma3,2,250,15,Güney Doğu,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Orta Kapalı,Orta Yamaç,Funda,0.5,3,,2021,1
930177,930177,197838,İSTANBUL,ÇATALCA,ÇİFTLİKKÖY,28.34495246,41.29970183,24-12-2021,Ma3,2,250,15,Güney Doğu,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Orta Kapalı,Orta Yamaç,Tavşanmemesi,0.3,1,,2021,1
930177,930177,197838,İSTANBUL,ÇATALCA,ÇİFTLİKKÖY,28.34495246,41.29970183,24-12-2021,Ma3,2,250,15,Güney Doğu,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Orta Kapalı,Orta Yamaç,Laden,0.2,5,,2021,1
930177,930177,197838,İSTANBUL,ÇATALCA,ÇİFTLİKKÖY,28.34495246,41.29970183,24-12-2021,Ma3,2,250,15,Güney Doğu,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Orta Kapalı,Orta Yamaç,Böğürtlen,0.2,10,,2021,1
930177,930177,197838,İSTANBUL,ÇATALCA,ÇİFTLİKKÖY,28.34495246,41.29970183,24-12-2021,Ma3,2,250,15,Güney Doğu,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Orta Kapalı,Orta Yamaç,Eğrelti,0.3,5,,2021,1
930173,930173,197818,İSTANBUL,ÇATALCA,KARACAKÖY,28.3460642,41.35373325,17-09-2019,KnMab3,2,353,15.6,Güney Batı,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Normal Kapalı,Orta Yamaç,Süpürge Çalısı,1.5,85,,2019,4
930167,930167,197788,İSTANBUL,ÇATALCA,KARACAKÖY ,28.34773751,41.43477939,26-12-2021,Mab3,2,76,10,Doğu,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Üst Yamaç,Kaldırık Otu,0.1,1,,2021,1
930167,930167,197788,İSTANBUL,ÇATALCA,KARACAKÖY ,28.34773751,41.43477939,26-12-2021,Mab3,2,76,10,Doğu,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Üst Yamaç,Ormangülü,2.5,15,,2021,1
930167,930167,197788,İSTANBUL,ÇATALCA,KARACAKÖY ,28.34773751,41.43477939,26-12-2021,Mab3,2,76,10,Doğu,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Üst Yamaç,Böğürtlen,1,70,,2021,1
930167,930167,197788,İSTANBUL,ÇATALCA,KARACAKÖY ,28.34773751,41.43477939,26-12-2021,Mab3,2,76,10,Doğu,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Üst Yamaç,Eğrelti,0.85,30,,2021,1
930167,930167,197788,İSTANBUL,ÇATALCA,KARACAKÖY ,28.34773751,41.43477939,26-12-2021,Mab3,2,76,10,Doğu,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Üst Yamaç,Funda,1,40,,2021,1
930165,930165,197778,İSTANBUL,ÇATALCA,YALIKÖY,28.3482968,41.4617945,21-09-2020,BMDy,0,40,24,Kuzey Batı,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Orta Kapalı,Orta Yamaç,Diğer Yapraklı,3.15,10,,2020,5
930165,930165,197778,İSTANBUL,ÇATALCA,YALIKÖY,28.3482968,41.4617945,21-09-2020,BMDy,0,40,24,Kuzey Batı,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Orta Kapalı,Orta Yamaç,Diğer Yapraklı,0.5,5,,2020,5
930165,930165,197778,İSTANBUL,ÇATALCA,YALIKÖY,28.3482968,41.4617945,21-09-2020,BMDy,0,40,24,Kuzey Batı,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Orta Kapalı,Orta Yamaç,Diğer Yapraklı,2,15,,2020,5
930165,930165,197778,İSTANBUL,ÇATALCA,YALIKÖY,28.3482968,41.4617945,21-09-2020,BMDy,0,40,24,Kuzey Batı,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Orta Kapalı,Orta Yamaç,Diğer Yapraklı,4,5,,2020,5
930085,930085,194767,İSTANBUL,ÇATALCA,ÇATALCA,28.27172934,41.21946634,07-08-2020,MGnbc3,3,192,9,Kuzey Doğu,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Orta Kapalı,Orta Yamaç,Diğer Yapraklı,0.6,50,,2020,5
930085,930085,194767,İSTANBUL,ÇATALCA,ÇATALCA,28.27172934,41.21946634,07-08-2020,MGnbc3,3,192,9,Kuzey Doğu,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Orta Kapalı,Orta Yamaç,Diğer Yapraklı,2.5,1,,2020,5
930083,930083,194757,İSTANBUL,ÇATALCA,ÇATALCA,28.27225311,41.24648329,27-08-2019,Ma3,3,202,5,Güney Batı,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Orta Yamaç,Süpürge Çalısı,1.5,25,,2019,4
930083,930083,194757,İSTANBUL,ÇATALCA,ÇATALCA,28.27225311,41.24648329,27-08-2019,Ma3,3,202,5,Güney Batı,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Orta Yamaç,Diğer Yapraklı,3,1,,2019,4
930077,930077,194727,İSTANBUL,ÇATALCA,İNCEĞİZ,28.27382873,41.32753334,24-12-2021,Ma3,3,196,15,Kuzey,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Üst Yamaç,Dikenli Sarmaşık,3,20,,2021,1
930077,930077,194727,İSTANBUL,ÇATALCA,İNCEĞİZ,28.27382873,41.32753334,24-12-2021,Ma3,3,196,15,Kuzey,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Üst Yamaç,Tavşanmemesi,0.6,80,,2021,1
930075,930075,194717,İSTANBUL,ÇATALCA,KARACAKÖY,28.27435536,41.35454975,17-09-2020,Ma3,2,178,18.1,Güney Batı,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Orta Yamaç,Diğer Yapraklı,0.5,15,,2020,5
930075,930075,194717,İSTANBUL,ÇATALCA,KARACAKÖY,28.27435536,41.35454975,17-09-2020,Ma3,2,178,18.1,Güney Batı,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Orta Yamaç,Diğer Yapraklı,2.5,5,,2020,5
930073,930073,194707,İSTANBUL,ÇATALCA,KARACAKÖY,28.27488272,41.38156604,21-09-2019,Mab3,2,180,16.4,Doğu,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Normal Kapalı,Orta Yamaç,Diğer Yapraklı,0.5,10,,2019,4
930073,930073,194707,İSTANBUL,ÇATALCA,KARACAKÖY,28.27488272,41.38156604,21-09-2019,Mab3,2,180,16.4,Doğu,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Normal Kapalı,Orta Yamaç,Süpürge Çalısı,1,10,,2019,4
930061,930061,194667,İSTANBUL,ÇATALCA,YALIKÖY,28.27699934,41.48962984,08-09-2020,KzDycd2,1,17,5,Güney,Karadeniz kiyi kusagi,Tohum Kökenli,Koru,YAPRAKLI+IBRELI,Normal Kapalı,Taban,Böğürtlen,2,10,,2020,5
930061,930061,194667,İSTANBUL,ÇATALCA,YALIKÖY,28.27699934,41.48962984,08-09-2020,KzDycd2,1,17,5,Güney,Karadeniz kiyi kusagi,Tohum Kökenli,Koru,YAPRAKLI+IBRELI,Normal Kapalı,Taban,Diğer Yapraklı,5,60,,2020,5
930055,930055,193136,İSTANBUL,ÇATALCA,SAYALAR,28.23696646,41.2738905,26-12-2021,Mab3,3,211,5,Güney Batı,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Alt Yamaç,Dağ çileği,0.1,1,,2021,1
930055,930055,193136,İSTANBUL,ÇATALCA,SAYALAR,28.23696646,41.2738905,26-12-2021,Mab3,3,211,5,Güney Batı,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Alt Yamaç,Dikenli Sarmaşık,0.1,3,,2021,1
930055,930055,193136,İSTANBUL,ÇATALCA,SAYALAR,28.23696646,41.2738905,26-12-2021,Mab3,3,211,5,Güney Batı,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Alt Yamaç,Eğrelti,0.2,5,,2021,1
930055,930055,193136,İSTANBUL,ÇATALCA,SAYALAR,28.23696646,41.2738905,26-12-2021,Mab3,3,211,5,Güney Batı,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Alt Yamaç,Böğürtlen,0.15,5,,2021,1
930055,930055,193136,İSTANBUL,ÇATALCA,SAYALAR,28.23696646,41.2738905,26-12-2021,Mab3,3,211,5,Güney Batı,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Alt Yamaç,Tavşanmemesi,0.2,5,,2021,1
930055,930055,193136,İSTANBUL,ÇATALCA,SAYALAR,28.23696646,41.2738905,26-12-2021,Mab3,3,211,5,Güney Batı,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Alt Yamaç,Funda,0.5,5,,2021,1
930055,930055,193136,İSTANBUL,ÇATALCA,SAYALAR,28.23696646,41.2738905,26-12-2021,Mab3,3,211,5,Güney Batı,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Alt Yamaç,Laden,0.25,5,,2021,1
930051,930051,193116,İSTANBUL,ÇATALCA,SİLİVRİ,28.23798803,41.32792447,14-08-2019,Ma3,3,196,6,Kuzey Doğu,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Orta Kapalı,Sırt,Diğer Yapraklı,3.7,15,,2019,4
930043,930043,193076,İSTANBUL,ÇATALCA,BİNKILIÇ,28.24003953,41.43599082,11-09-2020,Kncd3,2,329,17,Kuzey Doğu,Karadeniz kiyi kusagi,Tohum Kökenli,Koru,YAPRAKLI,Normal Kapalı,Alt Yamaç,Diğer Yapraklı,1.2,80,,2020,5
930041,930041,193066,İSTANBUL,ÇATALCA,YALIKÖY,28.24055416,41.46300707,18-09-2019,KnMc3,2,171,29,Kuzey Doğu,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,IBRELI+YAPRAKLI,Orta Kapalı,Orta Yamaç,Diğer Yapraklı,1.5,25,,2019,4
929963,929963,189647,İSTANBUL,ÇATALCA,SİLİVRİ,28.16678677,41.35569075,14-08-2019,Mab3,3,230,3,Batı,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Üst Yamaç,Süpürge Çalısı,1,80,,2019,4
929963,929963,189647,İSTANBUL,ÇATALCA,SİLİVRİ,28.16678677,41.35569075,14-08-2019,Mab3,3,230,3,Batı,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Üst Yamaç,Alıç,2.3,5,,2019,4
