ORNEK_NO,new_id,old_id,BOLGE_ADI,MUDURLUK_ADI,SEFLIK_ADI,NAD_X,NAD_Y,ENVANTER_TARIHI,AKTUEL_MES_TIP,BONITET,RAKIM,EGIM,BAKI,IKLIM_TIPI,ORIJIN,ISLETME_SEKLI,KARISIM_SEKLI,KAPALILIK_DURUMU,LOKAL_KONUM,BİTKİ_ÖRTÜSÜ_TÜR,ORTALAMA_BOY,ÖRTME_ORANI,DİĞER_ORTU_TURU,YIL,BLOK
925611,0,,İSTANBUL,TEKİRDAĞ,ŞARKÖY,27.160948,40.685878,31-07-2023,KDA,0,438,10,Güney Batı,Karadeniz kiyi ardi iliman iklim kusagi,Açıklık Alan,Açıklık Alan,YAPRAKLI+YAPRAKLI,Boşluklu Kapalı,Orta Yamaç,Alıç,1.4,1,,2023,3
925611,0,,İSTANBUL,TEKİRDAĞ,ŞARKÖY,27.160948,40.685878,31-07-2023,KDA,0,438,10,Güney Batı,Karadeniz kiyi ardi iliman iklim kusagi,Açıklık Alan,Açıklık Alan,YAPRAKLI+YAPRAKLI,Boşluklu Kapalı,Orta Yamaç,Böğürtlen,0.7,30,,2023,3
925828,0,,İSTANBUL,KIRKLARELİ,LÜLEBURGAZ ,27.199046,41.550592,09-08-2023,Çkb3,3,139,4,Düzlük,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,IBRELI,Normal Kapalı,Üst Yamaç,Böğürtlen,0.2,1,,2023,3
925885,0,,İSTANBUL,TEKİRDAĞ,TEKİRDAĞ,27.197491,41.037151,16-08-2022,OT,0,190,10,Düzlük,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Boşluklu Kapalı,Sırt,Devedikeni,0.1,10,,2022,2
925901,0,,İSTANBUL,TEKİRDAĞ,GANOSLAR,27.197009,40.875003,30-07-2023,MzGnb3,4,240,4,Kuzey Batı,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Orta Yamaç,,,,,2023,3
925909,0,,İSTANBUL,TEKİRDAĞ,GANOSLAR,27.196689,40.766901,18-08-2022,Mza3,4,524,45,Batı,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Orta Yamaç,Adi Üvez/Ayıt,1,25,,2022,2
925911,0,,İSTANBUL,TEKİRDAĞ,ŞARKÖY,27.196609,40.739875,30-07-2023,MlMza3,4,623,5,Batı,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Orta Yamaç,Adi ardıç,1.8,3,,2023,3
926217,0,,İSTANBUL,TEKİRDAĞ,GANOSLAR,27.232329,40.793861,24-07-2023,Z,0,356,80,Doğu,Karadeniz kiyi ardi iliman iklim kusagi,Tohum+Sürgün ,Koru,YAPRAKLI+YAPRAKLI,Boşluklu Kapalı,Üst Yamaç,Eğrelti,1,1,,2023,3
926465,0,,İSTANBUL,KIRKLARELİ,KİRAZPINAR ,27.2727,41.955757,04-08-2022,MGnab3,3,633,40,Kuzey,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Orta Yamaç,Adi Üvez/Ayıt,1,1,,2022,2
926465,0,,İSTANBUL,KIRKLARELİ,KİRAZPINAR ,27.2727,41.955757,04-08-2022,MGnab3,3,633,40,Kuzey,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Orta Yamaç,Alıç,1.5,1,,2022,2
926465,0,,İSTANBUL,KIRKLARELİ,KİRAZPINAR ,27.2727,41.955757,04-08-2022,MGnab3,3,633,40,Kuzey,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Orta Yamaç,Kaldırık Otu,0.35,1,,2022,2
926465,0,,İSTANBUL,KIRKLARELİ,KİRAZPINAR ,27.2727,41.955757,04-08-2022,MGnab3,3,633,40,Kuzey,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Orta Yamaç,Adi Üvez/Ayıt,0.75,1,,2022,2
926465,0,,İSTANBUL,KIRKLARELİ,KİRAZPINAR ,27.2727,41.955757,04-08-2022,MGnab3,3,633,40,Kuzey,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Orta Yamaç,Eğrelti,1,1,,2022,2
926467,0,,İSTANBUL,KIRKLARELİ,KİRAZPINAR ,27.272585,41.928737,06-08-2023,Ma3,2,606,10,Güney Doğu,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Üst Yamaç,Alıç,3,10,,2023,3
926467,0,,İSTANBUL,KIRKLARELİ,KİRAZPINAR ,27.272585,41.928737,06-08-2023,Ma3,2,606,10,Güney Doğu,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Üst Yamaç,Kızılcık,2,4,,2023,3
926475,0,,İSTANBUL,KIRKLARELİ,KIRKLARELİ,27.272126,41.820656,29-07-2022,BÇkM,0,336,40,Güney,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Boşluklu Kapalı,Taban,Karaçalı,3,65,,2022,2
926477,0,,İSTANBUL,KIRKLARELİ,KIRKLARELİ,27.272012,41.793636,07-06-2023,BÇkM,0,300,25,Kuzey,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Açıklık Alan,YAPRAKLI+YAPRAKLI,Boşluklu Kapalı,Üst Yamaç,,,,,2023,3
926485,0,,İSTANBUL,KIRKLARELİ,KIRKLARELİ,27.271556,41.685552,31-07-2022,Z,0,192,10,Kuzey,Karadeniz kiyi ardi iliman iklim kusagi,Açıklık Alan,Koru,Açıklık Alan,Boşluklu Kapalı,Orta Yamaç,Yabani Erik/Yunus Eriği/Alça,1,10,,2022,2
926485,0,,İSTANBUL,KIRKLARELİ,KIRKLARELİ,27.271556,41.685552,31-07-2022,Z,0,192,10,Kuzey,Karadeniz kiyi ardi iliman iklim kusagi,Açıklık Alan,Koru,Açıklık Alan,Boşluklu Kapalı,Orta Yamaç,Karaçalı,2,50,,2022,2
926485,0,,İSTANBUL,KIRKLARELİ,KIRKLARELİ,27.271556,41.685552,31-07-2022,Z,0,192,10,Kuzey,Karadeniz kiyi ardi iliman iklim kusagi,Açıklık Alan,Koru,Açıklık Alan,Boşluklu Kapalı,Orta Yamaç,Ahlat,3,10,,2022,2
926485,0,,İSTANBUL,KIRKLARELİ,KIRKLARELİ,27.271556,41.685552,31-07-2022,Z,0,192,10,Kuzey,Karadeniz kiyi ardi iliman iklim kusagi,Açıklık Alan,Koru,Açıklık Alan,Boşluklu Kapalı,Orta Yamaç,Alıç,2.5,20,,2022,2
926503,0,,İSTANBUL,KIRKLARELİ,LÜLEBURGAZ ,27.27054,41.442356,15-12-2021,Z,0,77,2,Dere İçi,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,YAPRAKLI+YAPRAKLI,Boşluklu Kapalı,Taban,Kamış,3,90,,2021,1
926503,0,,İSTANBUL,KIRKLARELİ,LÜLEBURGAZ ,27.27054,41.442356,15-12-2021,Z,0,77,2,Dere İçi,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,YAPRAKLI+YAPRAKLI,Boşluklu Kapalı,Taban,Böğürtlen,1,20,,2021,1
926843,0,,İSTANBUL,KIRKLARELİ,KİRAZPINAR ,27.30916,42.009705,29-07-2022,Mcd2,2,486,55,Güney Batı,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Orta Kapalı,Orta Yamaç,Laden,0.2,1,,2022,2
926843,0,,İSTANBUL,KIRKLARELİ,KİRAZPINAR ,27.30916,42.009705,29-07-2022,Mcd2,2,486,55,Güney Batı,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Orta Kapalı,Orta Yamaç,Sütleğen,0.2,1,,2022,2
926843,0,,İSTANBUL,KIRKLARELİ,KİRAZPINAR ,27.30916,42.009705,29-07-2022,Mcd2,2,486,55,Güney Batı,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Orta Kapalı,Orta Yamaç,Dağ çileği,0.1,1,,2022,2
926843,0,,İSTANBUL,KIRKLARELİ,KİRAZPINAR ,27.30916,42.009705,29-07-2022,Mcd2,2,486,55,Güney Batı,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Orta Kapalı,Orta Yamaç,Böğürtlen,0.15,1,,2022,2
926845,0,,İSTANBUL,KIRKLARELİ,KİRAZPINAR ,27.309029,41.982686,05-08-2023,KnMcd3,2,628,42,Kuzey Batı,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Orta Yamaç,,,,,2023,3
926853,0,,İSTANBUL,KIRKLARELİ,KIRKLARELİ,27.308508,41.874606,28-07-2022,OT,0,553,25,Kuzey,Karadeniz kiyi ardi iliman iklim kusagi,Açıklık Alan,Koru,YAPRAKLI,Boşluklu Kapalı,Üst Yamaç,Ahlat,1,1,,2022,2
926853,0,,İSTANBUL,KIRKLARELİ,KIRKLARELİ,27.308508,41.874606,28-07-2022,OT,0,553,25,Kuzey,Karadeniz kiyi ardi iliman iklim kusagi,Açıklık Alan,Koru,YAPRAKLI,Boşluklu Kapalı,Üst Yamaç,Sığır Kuyruğu,0.5,1,,2022,2
926855,0,,İSTANBUL,KIRKLARELİ,KIRKLARELİ,27.308378,41.847585,07-08-2023,OT,0,463,25,Güney Doğu,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Üst Yamaç,Alıç,2,2,,2023,3
926855,0,,İSTANBUL,KIRKLARELİ,KIRKLARELİ,27.308378,41.847585,07-08-2023,OT,0,463,25,Güney Doğu,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Üst Yamaç,,,,,2023,3
926855,0,,İSTANBUL,KIRKLARELİ,KIRKLARELİ,27.308378,41.847585,07-08-2023,OT,0,463,25,Güney Doğu,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Üst Yamaç,Tavşanmemesi,0.5,2,,2023,3
926863,0,,İSTANBUL,KIRKLARELİ,ÜSKÜP,27.30786,41.739503,28-07-2022,AgS0a,0,268,30,Kuzey,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Gevşek Kapalı,Orta Yamaç,Sığır Kuyruğu,0.2,1,,2022,2
926863,0,,İSTANBUL,KIRKLARELİ,ÜSKÜP,27.30786,41.739503,28-07-2022,AgS0a,0,268,30,Kuzey,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Gevşek Kapalı,Orta Yamaç,Böğürtlen,0.2,1,,2022,2
926863,0,,İSTANBUL,KIRKLARELİ,ÜSKÜP,27.30786,41.739503,28-07-2022,AgS0a,0,268,30,Kuzey,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Gevşek Kapalı,Orta Yamaç,Boğadikeni,0.25,1,,2022,2
926863,0,,İSTANBUL,KIRKLARELİ,ÜSKÜP,27.30786,41.739503,28-07-2022,AgS0a,0,268,30,Kuzey,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Gevşek Kapalı,Orta Yamaç,Alıç,0.7,1,,2022,2
926863,0,,İSTANBUL,KIRKLARELİ,ÜSKÜP,27.30786,41.739503,28-07-2022,AgS0a,0,268,30,Kuzey,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Gevşek Kapalı,Orta Yamaç,Karaçalı,1.5,5,,2022,2
926865,0,,İSTANBUL,KIRKLARELİ,ÜSKÜP,27.307731,41.712482,08-08-2023,KDA,0,229,3,Düzlük,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Boşluklu Kapalı,Üst Yamaç,Menengiç,4,4,,2023,3
927952,0,,İSTANBUL,KIRKLARELİ,BALKAN,27.489269,41.873978,04-08-2022,BM,0,335,25,Doğu,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Üst Yamaç,Adi Üvez/Ayıt,1,1,,2022,2
927952,0,,İSTANBUL,KIRKLARELİ,BALKAN,27.489269,41.873978,04-08-2022,BM,0,335,25,Doğu,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Üst Yamaç,Boğadikeni,0.5,1,,2022,2
927952,0,,İSTANBUL,KIRKLARELİ,BALKAN,27.489269,41.873978,04-08-2022,BM,0,335,25,Doğu,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Üst Yamaç,Eğrelti,0.5,2,,2022,2
927954,0,,İSTANBUL,KIRKLARELİ,BALKAN,27.489063,41.846958,07-08-2023,OT,0,564,25,Kuzey Doğu,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Alt Yamaç,Eğrelti,0.6,1,,2023,3
927964,0,,İSTANBUL,KIRKLARELİ,MAHYADAĞ,27.488038,41.711858,08-08-2023,Z,0,266,10,Doğu,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,YAPRAKLI,Gevşek Kapalı,Üst Yamaç,Alıç,1,5,,2023,3
927964,0,,İSTANBUL,KIRKLARELİ,MAHYADAĞ,27.488038,41.711858,08-08-2023,Z,0,266,10,Doğu,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,YAPRAKLI,Gevşek Kapalı,Üst Yamaç,Karaçalı,3,20,,2023,3
928512,0,,İSTANBUL,DEMİRKÖY,İNCESIRT,27.634675,41.954327,20-08-2022,MKnc3,1,268,15,Kuzey Batı,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Orta Yamaç,Kaldırık Otu,0.1,10,,2022,2
928512,0,,İSTANBUL,DEMİRKÖY,İNCESIRT,27.634675,41.954327,20-08-2022,MKnc3,1,268,15,Kuzey Batı,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Orta Yamaç,Eğrelti,0.3,20,,2022,2
928514,0,,İSTANBUL,DEMİRKÖY,İNCESIRT,27.634408,41.927308,26-08-2023,Mc3,2,359,20,Doğu,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Orta Kapalı,Üst Yamaç,Alıç,1.5,2,,2023,3
928522,0,,İSTANBUL,DEMİRKÖY,KURUDERE,27.63334,41.819233,19-08-2022,KnMbc3,2,523,75,Güney,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Alt Yamaç,Boğadikeni,0.25,1,,2022,2
928522,0,,İSTANBUL,DEMİRKÖY,KURUDERE,27.63334,41.819233,19-08-2022,KnMbc3,2,523,75,Güney,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Alt Yamaç,Kaldırık Otu,0.1,70,,2022,2
928522,0,,İSTANBUL,DEMİRKÖY,KURUDERE,27.63334,41.819233,19-08-2022,KnMbc3,2,523,75,Güney,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Alt Yamaç,Ormangülü,1.5,5,,2022,2
928522,0,,İSTANBUL,DEMİRKÖY,KURUDERE,27.63334,41.819233,19-08-2022,KnMbc3,2,523,75,Güney,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Alt Yamaç,Eğrelti,0.35,1,,2022,2
928524,0,,İSTANBUL,DEMİRKÖY,KURUDERE,27.633074,41.792213,26-08-2023,Knd2,1,689,45,Kuzey,Karadeniz kiyi kusagi,Tohum Kökenli,Koru,YAPRAKLI,Normal Kapalı,Üst Yamaç,,,,,2023,3
928532,0,,İSTANBUL,KIRKLARELİ,PINARHİSAR ,27.632013,41.684135,31-07-2022,Mb2,4,383,10,Kuzey,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Orta Yamaç,Adi Üvez/Ayıt,2.5,5,,2022,2
928532,0,,İSTANBUL,KIRKLARELİ,PINARHİSAR ,27.632013,41.684135,31-07-2022,Mb2,4,383,10,Kuzey,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Orta Yamaç,Alıç,2.5,5,,2022,2
928532,0,,İSTANBUL,KIRKLARELİ,PINARHİSAR ,27.632013,41.684135,31-07-2022,Mb2,4,383,10,Kuzey,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Orta Yamaç,Kızılcık,2.5,10,,2022,2
928534,0,,İSTANBUL,KIRKLARELİ,PINARHİSAR ,27.631749,41.657115,24-08-2023,MGna,5,385,2,Düzlük,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Boşluklu Kapalı,Tepe,Adi ardıç,0.8,4,,2023,3
929063,0,,İSTANBUL,DEMİRKÖY,AKBAY,27.815307,41.926166,19-08-2023,Mbc3,1,270,25,Batı,Karadeniz kiyi kusagi,Tohum Kökenli,Koru,YAPRAKLI+YAPRAKLI,Orta Kapalı,Alt Yamaç,,,,,2023,3
929209,0,,İSTANBUL,DEMİRKÖY,MACARA,27.852205,41.979938,19-08-2023,KnMGnc3,2,92,25,Güney Doğu,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Alt Yamaç,Alıç,1,1,,2023,3
929217,0,,İSTANBUL,DEMİRKÖY,DEMİRKÖY,27.850768,41.871869,19-07-2022,Mbc3,2,312,5,Düzlük,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Orta Kapalı,Sırt,Ormangülü,0.5,1,,2022,2
929217,0,,İSTANBUL,DEMİRKÖY,DEMİRKÖY,27.850768,41.871869,19-07-2022,Mbc3,2,312,5,Düzlük,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Orta Kapalı,Sırt,Ilgın,1.25,10,,2022,2
929217,0,,İSTANBUL,DEMİRKÖY,DEMİRKÖY,27.850768,41.871869,19-07-2022,Mbc3,2,312,5,Düzlük,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Orta Kapalı,Sırt,Kuşburnu,0.4,1,,2022,2
929219,0,,İSTANBUL,DEMİRKÖY,DEMİRKÖY,27.850409,41.844851,25-08-2023,Mbc2,1,256,12,Kuzey Batı,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Üst Yamaç,,,,,2023,3
929227,0,,İSTANBUL,VİZE,KIZILAĞAÇ,27.848982,41.736779,20-08-2022,KnMcd3,2,276,45,Doğu,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Orta Yamaç,Kaldırık Otu,0.1,5,,2022,2
929227,0,,İSTANBUL,VİZE,KIZILAĞAÇ,27.848982,41.736779,20-08-2022,KnMcd3,2,276,45,Doğu,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Orta Yamaç,Ormangülü,1,30,,2022,2
929229,0,,İSTANBUL,VİZE,KIZILAĞAÇ,27.848627,41.709761,20-08-2023,Z,0,373,2,Düzlük,Karadeniz kiyi kusagi,Açıklık Alan,Açıklık Alan,YAPRAKLI+YAPRAKLI,Boşluklu Kapalı,Tepe,,,,,2023,3
929237,0,,İSTANBUL,VİZE,KÖMÜRKÖY,27.847209,41.601686,05-08-2022,Mab3,3,313,15,Güney Batı,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Gevşek Kapalı,Orta Yamaç,Alıç,2,2,,2022,2
929237,0,,İSTANBUL,VİZE,KÖMÜRKÖY,27.847209,41.601686,05-08-2022,Mab3,3,313,15,Güney Batı,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Gevşek Kapalı,Orta Yamaç,Kızılcık,1,2,,2022,2
929237,0,,İSTANBUL,VİZE,KÖMÜRKÖY,27.847209,41.601686,05-08-2022,Mab3,3,313,15,Güney Batı,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Gevşek Kapalı,Orta Yamaç,Boğadikeni,0.15,1,,2022,2
929237,0,,İSTANBUL,VİZE,KÖMÜRKÖY,27.847209,41.601686,05-08-2022,Mab3,3,313,15,Güney Batı,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Gevşek Kapalı,Orta Yamaç,Dağ çileği,0.1,1,,2022,2
929237,0,,İSTANBUL,VİZE,KÖMÜRKÖY,27.847209,41.601686,05-08-2022,Mab3,3,313,15,Güney Batı,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Gevşek Kapalı,Orta Yamaç,Adi fındık,4.5,3,,2022,2
929689,0,,İSTANBUL,DEMİRKÖY,İĞNEADA,27.959613,41.898031,19-08-2022,Mbc3,2,32,5,Doğu,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Orta Kapalı,Sırt,Adi Üvez/Ayıt,2.5,8,,2022,2
929691,0,,İSTANBUL,KIRKLARELİ,İĞNEADA,27.959208,41.871014,19-08-2023,OT,0,4,2,Düzlük,Karadeniz kiyi kusagi,Tohum Kökenli,Koru,YAPRAKLI+YAPRAKLI,Orta Kapalı,Tepe,Alıç,5,5,,2023,3
929699,0,,İSTANBUL,VİZE,KIŞLACIK,27.957597,41.762946,22-08-2022,Mb3,2,265,20,Kuzey,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Orta Kapalı,Tepe,,,,,2022,2
929701,0,,İSTANBUL,VİZE,KIŞLACIK,27.957196,41.735929,20-08-2023,Mc3,2,269,35,Batı,Karadeniz kiyi kusagi,Tohum Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Orta Yamaç,Eğrelti,0.4,1,,2023,3
929701,0,,İSTANBUL,VİZE,KIŞLACIK,27.957196,41.735929,20-08-2023,Mc3,2,269,35,Batı,Karadeniz kiyi kusagi,Tohum Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Orta Yamaç,Böğürtlen,0.2,2,,2023,3
929709,0,,İSTANBUL,VİZE,ÇAKILLI,27.955595,41.627858,23-08-2022,Ma3,3,122,60,Dere İçi,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Orta Kapalı,Taban,Adi Üvez/Ayıt,5,1,,2022,2
929709,0,,İSTANBUL,VİZE,ÇAKILLI,27.955595,41.627858,23-08-2022,Ma3,3,122,60,Dere İçi,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Orta Kapalı,Taban,Alıç,1,1,,2022,2
929711,0,,İSTANBUL,VİZE,ÇAKILLI,27.955197,41.60084,21-08-2023,Ma3,3,172,10,Batı,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Orta Kapalı,Orta Yamaç,Kermes Meşesi,4,2,,2023,3
929711,0,,İSTANBUL,VİZE,ÇAKILLI,27.955197,41.60084,21-08-2023,Ma3,3,172,10,Batı,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Orta Kapalı,Orta Yamaç,Alıç,2,2,,2023,3
929949,0,,İSTANBUL,ÇATALCA,ISTRANCA,28.170181,41.54481,27-08-2022,Mbc3,2,166,10,Düzlük,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Orta Kapalı,Taban,Kızılcık,5,2,,2022,2
929949,0,,İSTANBUL,ÇATALCA,ISTRANCA,28.170181,41.54481,27-08-2022,Mbc3,2,166,10,Düzlük,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Orta Kapalı,Taban,Eğrelti,1,50,,2022,2
929949,0,,İSTANBUL,ÇATALCA,ISTRANCA,28.170181,41.54481,27-08-2022,Mbc3,2,166,10,Düzlük,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Orta Kapalı,Taban,Funda,2,1,,2022,2
929949,0,,İSTANBUL,ÇATALCA,ISTRANCA,28.170181,41.54481,27-08-2022,Mbc3,2,166,10,Düzlük,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Orta Kapalı,Taban,Dikenli Sarmaşık,2,1,,2022,2
929949,0,,İSTANBUL,ÇATALCA,ISTRANCA,28.170181,41.54481,27-08-2022,Mbc3,2,166,10,Düzlük,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Orta Kapalı,Taban,Adi Üvez/Ayıt,0.1,1,,2022,2
929951,0,,İSTANBUL,ÇATALCA,ISTRANCA,28.169694,41.517793,23-08-2023,MKnb3,2,133,80,Batı,Karadeniz kiyi kusagi,Tohum Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Alt Yamaç,Funda,2,10,,2023,3
929951,0,,İSTANBUL,ÇATALCA,ISTRANCA,28.169694,41.517793,23-08-2023,MKnb3,2,133,80,Batı,Karadeniz kiyi kusagi,Tohum Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Alt Yamaç,Ormangülü,2,25,,2023,3
929951,0,,İSTANBUL,ÇATALCA,ISTRANCA,28.169694,41.517793,23-08-2023,MKnb3,2,133,80,Batı,Karadeniz kiyi kusagi,Tohum Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Alt Yamaç,Eğrelti,0.7,2,,2023,3
929961,0,,İSTANBUL,ÇATALCA,BİNKILIÇ,28.16727,41.382708,27-08-2023,Ma,3,221,2,Düzlük,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Tepe,Tavşanmemesi,0.45,2,,2023,3
929961,0,,İSTANBUL,ÇATALCA,BİNKILIÇ,28.16727,41.382708,27-08-2023,Ma,3,221,2,Düzlük,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Tepe,Alıç,1.3,4,,2023,3
