ORNEK_NO,new_id,old_id,BOLGE_ADI,MUDURLUK_ADI,SEFLIK_ADI,NAD_X,NAD_Y,IKLIM_TIPI,ORIJIN,ISLETME_SEKLI,KARISIM_SEKLI,KAPALILIK_DURUMU,AKTUEL_MES_TIP,BONITET,ENVANTER_TARIHI,PLANDAKI_MESCERE_TIPI,BOLME_NO,LOKAL_KONUM,EGIM,BAKI,RAKIM,DOGAL_GENCLIK,DAGILIM,DIGER_VEJETASYON_TURU,DIGER_VEJETASYON_TIPI,ANKAYA,ANKAYA_NOT,YUZEYSEL_TASLIK,DIS_TOPRAK,DIS_TOPRAK_ORTULU,DIS_TOPRAK_CIPLAK_DURUMU,OLU_ORTU_TIPI,OLU_ORTU_TIPI_ESAS_TUR_KARISIMI,OLU_ORTU_KALINLIGI_MUL,OLU_ORTU_KALINLIGI_HUMUS,OLU_ORTU_CURUNTULU_MUL,MUTLAK_DERINLIK,FIZYOLOJIK_DERINLIK,H1_HORIZON_TASLIGI,H2_HORIZON_TASLIGI,H3_HORIZON_TASLIGI,H4_HORIZON_TASLIGI,Horizon,pH,EC_mS_cm,Toplam_Kirec,Organik_Madde,Organik_Karbon,Kum,Kil,Toz,TOPRAK_TURU,Mutlak_Kuruda_Toplam_Agirlik,Mutlak_Kuruda_Tas_Agirligi,Hacim_Agirligi,Silindir_Çap,Silindir_Boy,Silindir_Hacmi,H1_HORIZON_KALINLIGI,H2_HORIZON_KALINLIGI,H3_HORIZON_KALINLIGI,H4_HORIZON_KALINLIGI,YIL,BLOK,horizon_kalinlik,organik_karbon_stok_ton_ha,organik_madde_stok_ton_ha,toplam_kirec_stok_ton_ha,kum_stok_ton_ha,kil_stok_ton_ha,toz_stok_ton_ha,organik_karbon_stok_ton,organik_madde_stok_ton,toplam_kirec_stok_ton,kum_stok_ton,kil_stok_ton,toz_stok_ton,organik_madde_ton,organik_karbon_ton
144683,,,İSTANBUL,DEMİRKÖY,KADINKULE,27.669178,41.792009,Karadeniz kiyi kusagi,Tohum Kökenli,Koru,YAPRAKLI,Normal Kapalı,Kncd3,2,18-08-2020,Kncd3,44,Normal Kapalı,38,Kuzey,761,Yok,,,,Numune Alınmadı,Ulaşılamadı,3,,Yeşillenmiş,3,Ham Humus,Saf Yapraklı,,3,,110+,110,1,6,10,0,B,5.22,0.03,0.05,1.57,0.91,26.6,38.55,34.85,Killi Balçık,1155.5,303.4,1.1555,10.8,11,1007.1864,50,60,60,0,2020,5,30,31.54515,54.42405,1.73325,922.089,1336.33575,1208.07525,3.154515,5.442405,0.173325,92.2089,133.633575,120.807525,24.786153,14.381043
144693,,,İSTANBUL,DEMİRKÖY,KURUDERE,27.668897,41.76499,Karadeniz kiyi kusagi,Tohum Kökenli,Koru,YAPRAKLI,Normal Kapalı,Kncd3,2,02-01-2022,Kncd3,172,Normal Kapalı,70,Kuzey Doğu,773,Orta,Heterojen,,Yok,Numune Alındı,Ulaşıldı,20,Örtülü,Yabanlaşmış,20,Ham Humus,Saf Yapraklı,2,1,1,110,110,0,5,40,0,A,4.4,0.0796,0.309336735,14.95031605,7.475158026,51.49065184,34.36078828,14.14855988,Balçık,784,536,0.246230489,10.8,11,1007.1864,0,10,100,0,2021,1,30,55.21835453,110.4367091,2.285044065,380.3570518,253.8202112,104.5142046,5.521835453,11.04367091,0.228504407,38.03570518,25.38202112,10.45142046,21.52964866,10.76482433
144693,,,İSTANBUL,DEMİRKÖY,KURUDERE,27.668897,41.76499,Karadeniz kiyi kusagi,Tohum Kökenli,Koru,YAPRAKLI,Normal Kapalı,Kncd3,2,02-01-2022,Kncd3,172,Normal Kapalı,70,Kuzey Doğu,773,Orta,Heterojen,,Yok,Numune Alındı,Ulaşıldı,20,Örtülü,Yabanlaşmış,20,Ham Humus,Saf Yapraklı,2,1,1,110,110,0,5,40,0,B,4.51,0.0313,0.308908163,6.090734823,3.045367411,23.30204864,52.47754567,24.22040569,Tozlu balçık,843,265,0.573875898,10.8,11,1007.1864,0,10,100,0,2021,1,30,52.42988876,104.8597775,5.31824849,401.1745229,903.4679597,416.9852122,5.242988876,10.48597775,0.531824849,40.11745229,90.34679597,41.69852122,21.52964866,10.76482433
144723,,,İSTANBUL,VİZE,SERGEN,27.668057,41.683931,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Orta Kapalı,Mab3,3,15-09-2019,Mab3,159,Orta Kapalı,14,Güney Batı,379,Az,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,,,Ölü Örtü Kaplı,0,Çürüntülü Yaprak,Yapraklı Karışık,,"0,20",,50,50,65,70,0,90,A,7.13,0.19,16.48,7.46,4.33,30.02,47.21,22.78,Kil,872.4,329.3,0.8724,10.8,11,1007.1864,40,50,0,51,2019,4,30,113.32476,195.24312,431.31456,785.68344,1235.58012,596.19816,11.332476,19.524312,43.131456,78.568344,123.558012,59.619816,19.524312,11.332476
144733,,,İSTANBUL,VİZE,VİZE,27.667778,41.656911,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Orta Kapalı,Mab1,4,17-07-2020,Mab1,53,Orta Kapalı,11,Doğu,348,Az,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,20,Örtülü,Yeşillenmiş,20,Ham Humus,Saf Yapraklı,,,,40,40,45,50,80,0,A,7.56,0.02,25.3,10.61,6.15,25.07,51.24,23.68,Kil,734.6,293.1,0.7346,10.8,11,1007.1864,5,15,25,0,2020,5,30,135.5337,233.82318,557.5614,552.49266,1129.22712,521.85984,13.55337,23.382318,55.75614,55.249266,112.922712,52.185984,42.186813,24.466899
144733,,,İSTANBUL,VİZE,VİZE,27.667778,41.656911,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Orta Kapalı,Mab1,4,17-07-2020,Mab1,53,Orta Kapalı,11,Doğu,348,Yok,,,,Numune Alınmadı,Ulaşılamadı,20,Örtülü,Yeşillenmiş,20,Ham Humus,Saf Yapraklı,,,,40,40,45,50,80,0,B,7.67,0.2,30.43,8.15,4.73,27.84,52.95,19.21,Kil,769.1,385.8,0.7691,10.8,11,1007.1864,5,15,25,0,2020,5,30,109.13529,188.04495,702.11139,642.35232,1221.71535,443.23233,10.913529,18.804495,70.211139,64.235232,122.171535,44.323233,42.186813,24.466899
144743,,,İSTANBUL,VİZE,EVRENCİK,27.667499,41.629892,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Baltalık,YAPRAKLI+YAPRAKLI,Boşluklu Kapalı,OT,0,17-12-2021,OT,133,Boşluklu Kapalı,3,Kuzey,367,Az,Heterojen,,Yok,Numune Alındı,Ulaşıldı,2,Örtülü,Yabanlaşmış,2,Çürüntü Mul,Yapraklı Karışık,1,,1,57,25,0,10,0,85,A,7.38,0.2335,7.780203046,14.90674253,7.453371263,36.61827847,28.62400327,34.75771826,Killi balçık,572,83,0.485510924,10.8,11,1007.1864,0,25,0,32,2021,1,30,108.5607951,217.1215903,113.3212072,533.3572268,416.9179886,506.2575575,10.85607951,21.71215903,11.33212072,53.33572268,41.69179886,50.62575575,22.48185844,11.24092922
144743,,,İSTANBUL,VİZE,EVRENCİK,27.667499,41.629892,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Baltalık,YAPRAKLI+YAPRAKLI,Boşluklu Kapalı,OT,0,17-12-2021,OT,133,Boşluklu Kapalı,3,Kuzey,367,Az,Heterojen,,Yok,Numune Alındı,Ulaşıldı,2,Örtülü,Yabanlaşmış,2,Çürüntü Mul,Yapraklı Karışık,1,,1,57,25,0,10,0,85,C,8,0.1306,98.54036637,1.037792205,0.518896103,59.77473854,24.13515688,16.09010459,Kumlu balçık,831,582,0.247223354,10.8,11,1007.1864,0,25,0,32,2021,1,30,3.848497047,7.696994094,730.8443966,443.3313405,179.003233,119.3354887,0.384849705,0.769699409,73.08443966,44.33313405,17.9003233,11.93354887,22.48185844,11.24092922
144773,,,İSTANBUL,VİZE,VİZE,27.666664,41.548831,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Normal Kapalı,Mab2,4,16-07-2019,Mab2,384,Normal Kapalı,3,Kuzey,215,Az,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,5,,Yeşillenmiş,5,Ham Humus,Saf Yapraklı,,"0,50",,100,80,5,10,30,60,A,7.09,0.08,0.05,3.66,2.12,29.68,43.27,27.04,Kil,795,52.7,0.795,10.8,11,1007.1864,15,25,60,85,2019,4,30,50.562,87.291,1.1925,707.868,1031.9895,644.904,5.0562,8.7291,0.11925,70.7868,103.19895,64.4904,14.83101,8.581938
144773,,,İSTANBUL,VİZE,VİZE,27.666664,41.548831,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Normal Kapalı,Mab2,4,16-07-2019,Mab2,384,Normal Kapalı,3,Kuzey,215,Az,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,5,,Yeşillenmiş,5,Ham Humus,Saf Yapraklı,,"0,50",,100,80,5,10,30,60,B,6.78,0.05,0.05,0.88,0.51,22.76,52.05,25.19,Kil,959.4,86.2,0.9594,10.8,11,1007.1864,15,25,60,85,2019,4,30,14.67882,25.32816,1.4391,655.07832,1498.1031,725.01858,1.467882,2.532816,0.14391,65.507832,149.81031,72.501858,14.83101,8.581938
144773,,,İSTANBUL,VİZE,VİZE,27.666664,41.548831,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Normal Kapalı,Mab2,4,16-07-2019,Mab2,384,Normal Kapalı,3,Kuzey,215,Yok,,,,Numune Alınmadı,Ulaşılamadı,5,,Yeşillenmiş,5,Ham Humus,Saf Yapraklı,,"0,50",,100,80,5,10,30,60,C,5.5,0.04,0.05,1.11,0.64,24.24,56.72,19.05,Kil,1071.8,517.3,1.0718,10.8,11,1007.1864,15,25,60,85,2019,4,30,20.57856,35.69094,1.6077,779.41296,1823.77488,612.5337,2.057856,3.569094,0.16077,77.941296,182.377488,61.25337,14.83101,8.581938
144783,,,İSTANBUL,VİZE,VİZE,27.666387,41.521811,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Boşluklu Kapalı,Z,0,16-07-2020,Z,446,Boşluklu Kapalı,5,Kuzey,190,Yok,,,,Numune Alınmadı,Ulaşılamadı,,,Ölü Örtü Kaplı,0,Ham Humus,Saf Yapraklı,,1,,100,100,0,0,0,0,A,6.61,0.18,0.04,1.43,0.83,33.89,41.16,24.95,Kil,841.3,4.1,0.8413,10.8,11,1007.1864,50,60,60,0,2020,5,30,20.94837,36.09177,1.00956,855.34971,1038.83724,629.71305,2.094837,3.609177,0.100956,85.534971,103.883724,62.971305,8.2035,4.760052
144783,,,İSTANBUL,VİZE,VİZE,27.666387,41.521811,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Boşluklu Kapalı,Z,0,16-07-2020,Z,446,Boşluklu Kapalı,5,Kuzey,190,Yok,,,,Numune Alınmadı,Ulaşılamadı,,,Ölü Örtü Kaplı,0,Ham Humus,Saf Yapraklı,,1,,100,100,0,0,0,0,B,7.38,0.4,1.18,1.81,1.05,29.09,43.64,27.27,Kil,846.1,59.5,0.8461,10.8,11,1007.1864,50,60,60,0,2020,5,30,26.65215,45.94323,29.95194,738.39147,1107.71412,692.19441,2.665215,4.594323,2.995194,73.839147,110.771412,69.219441,8.2035,4.760052
144793,,,İSTANBUL,VİZE,VİZE,27.66611,41.49479,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Boşluklu Kapalı,Z,0,17-12-2021,Z,502,Boşluklu Kapalı,2,Düzlük,175,Az,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,2,Örtülü,Ölü Örtü Kaplı,2,Çürüntü Mul,Saf Yapraklı,1,,2,110,110,2,3,0,0,A,6.4,0.2571,0.188529231,8.717869388,4.358934694,34.61381283,28.60645689,36.77973028,Killi balçık,976,6,0.96307893,10.8,11,1007.1864,17,93,0,0,2021,1,30,125.9399448,251.8798895,5.447055893,1000.075014,826.5082763,1062.653498,12.59399448,25.18798895,0.544705589,100.0075014,82.65082763,106.2653498,33.16485077,16.58242538
144793,,,İSTANBUL,VİZE,VİZE,27.66611,41.49479,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Boşluklu Kapalı,Z,0,17-12-2021,Z,502,Boşluklu Kapalı,2,Düzlük,175,Az,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,2,Örtülü,Ölü Örtü Kaplı,2,Çürüntü Mul,Saf Yapraklı,1,,2,110,110,2,3,0,0,A,6.64,0.0437,0.127015385,1.646769213,0.823384606,27.68595041,16.52892562,55.78512397,Kil,790,41,0.743655792,10.8,11,1007.1864,17,93,0,0,2021,1,30,18.36944195,36.73888389,2.833671793,617.6645215,368.7549382,1244.547916,1.836944195,3.673888389,0.283367179,61.76645215,36.87549382,124.4547916,33.16485077,16.58242538
144793,,,İSTANBUL,VİZE,VİZE,27.66611,41.49479,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Boşluklu Kapalı,Z,0,17-12-2021,Z,502,Boşluklu Kapalı,2,Düzlük,175,Az,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,2,Örtülü,Ölü Örtü Kaplı,2,Çürüntü Mul,Saf Yapraklı,1,,2,110,110,2,3,0,0,A,6.71,0.0695,0.127286154,1.64162739,0.820813695,27.52122593,16.56657693,55.91219714,Kil,913,33,0.873721091,10.8,11,1007.1864,17,93,0,0,2021,1,30,21.51486711,43.02973422,3.336377915,721.3762661,434.23703,1465.549976,2.151486711,4.302973422,0.333637792,72.13762661,43.423703,146.5549976,33.16485077,16.58242538
148237,,,İSTANBUL,DEMİRKÖY,İSTİHKAMTEPE,27.706173,41.872849,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Normal Kapalı,Mc3,1,02-09-2019,Mc3,53,Normal Kapalı,10,Kuzey,426,Az,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,,,Ölü Örtü Kaplı,0,Ham Humus,Saf Yapraklı,,"0,50",,105,100,0,0,3,0,A,5.28,0.04,0.04,1.08,0.63,36.96,37.89,25.15,Killi Balçık,1022.7,34.8,1.0227,10.8,11,1007.1864,50,60,60,0,2019,4,30,19.32903,33.13548,1.22724,1133.96976,1162.50309,771.62715,1.932903,3.313548,0.122724,113.396976,116.250309,77.162715,4.43898,2.592639
148237,,,İSTANBUL,DEMİRKÖY,İSTİHKAMTEPE,27.706173,41.872849,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Normal Kapalı,Mc3,1,02-09-2019,Mc3,53,Normal Kapalı,10,Kuzey,426,Az,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,,,Ölü Örtü Kaplı,0,Ham Humus,Saf Yapraklı,,"0,50",,105,100,0,0,3,0,B,5.71,0.03,0.06,0.29,0.17,49.77,25.2,25.03,Kumlu Killi Balçık,1293.6,76.6,1.2936,10.8,11,1007.1864,50,60,60,0,2019,4,30,6.59736,11.25432,2.32848,1931.47416,977.9616,971.36424,0.659736,1.125432,0.232848,193.147416,97.79616,97.136424,4.43898,2.592639
148247,,,İSTANBUL,DEMİRKÖY,İSTİHKAMTEPE,27.705876,41.84583,Karadeniz kiyi kusagi,Tohum Kökenli,Koru,YAPRAKLI+YAPRAKLI,Orta Kapalı,Mbc3,1,03-09-2020,Mbc3,119,Orta Kapalı,21,Kuzey Batı,418,Orta,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,10,,Ölü Örtü Kaplı,10,Ham Humus,Saf Yapraklı,,"2,50",,110+,120,5,10,10,0,A,4.79,0.04,0.04,3.86,2.24,59.05,18.52,22.43,Kumlu Balçık,802.7,93,0.8027,10.8,11,1007.1864,10,20,20,0,2020,5,30,53.94144,92.95266,0.96324,1421.98305,445.98012,540.13683,5.394144,9.295266,0.096324,142.198305,44.598012,54.013683,14.221038,8.249664
148247,,,İSTANBUL,DEMİRKÖY,İSTİHKAMTEPE,27.705876,41.84583,Karadeniz kiyi kusagi,Tohum Kökenli,Koru,YAPRAKLI+YAPRAKLI,Orta Kapalı,Mbc3,1,03-09-2020,Mbc3,119,Orta Kapalı,21,Kuzey Batı,418,Orta,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,10,,Ölü Örtü Kaplı,10,Ham Humus,Saf Yapraklı,,"2,50",,110+,120,5,10,10,0,B,5.93,0.04,0.04,1.38,0.8,63.2,18.48,18.32,Kumlu Balçık,1189.8,199,1.1898,10.8,11,1007.1864,10,20,20,0,2020,5,30,28.5552,49.25772,1.42776,2255.8608,659.62512,653.91408,2.85552,4.925772,0.142776,225.58608,65.962512,65.391408,14.221038,8.249664
148287,,,İSTANBUL,VİZE,SERGEN,27.704691,41.737755,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Mbc3,2,15-09-2019,Mbc3,88,Normal Kapalı,34,Güney,729,Az,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,10,Örtülü,Ölü Örtü Kaplı,10,Çürüntülü Yaprak,Yapraklı Karışık,,1,,90,90,10,15,30,0,A,5.25,0.06,0.02,7.45,4.32,37.25,26.08,36.67,Balçık,1049.8,623.5,1.0498,10.8,11,1007.1864,18,28,29,0,2019,4,30,136.05408,234.6303,0.62988,1173.1515,821.36352,1154.88498,13.605408,23.46303,0.062988,117.31515,82.136352,115.488498,34.85487,20.215488
148287,,,İSTANBUL,VİZE,SERGEN,27.704691,41.737755,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Mbc3,2,15-09-2019,Mbc3,88,Normal Kapalı,34,Güney,729,Az,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,10,Örtülü,Ölü Örtü Kaplı,10,Çürüntülü Yaprak,Yapraklı Karışık,,1,,90,90,10,15,30,0,B,5.34,0.04,0.05,3.24,1.88,35.44,30.05,34.51,Killi Balçık,1172,620.8,1.172,10.8,11,1007.1864,18,28,29,0,2019,4,30,66.1008,113.9184,1.758,1246.0704,1056.558,1213.3716,6.61008,11.39184,0.1758,124.60704,105.6558,121.33716,34.85487,20.215488
148307,,,İSTANBUL,VİZE,SERGEN,27.704101,41.683716,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,MGnab2,3,17-12-2021,MGnab2,176,Normal Kapalı,3,Kuzey,439,Çok,Heterojen,,Yok,Numune Alındı,Ulaşıldı,2,Örtülü,Ölü Örtü Kaplı,2,Ham Humus,Yapraklı Karışık,2,1,2,110,110,3,5,10,30,A,6.71,0.2949,1.277114874,10.47226693,5.236133463,22.20288668,45.04043403,32.75667929,Killi balçık,469,18,0.447782059,10.8,11,1007.1864,15,15,45,35,2021,1,30,70.3393987,140.6787974,17.15607383,298.2616294,605.0489486,440.035599,7.03393987,14.06787974,1.715607383,29.82616294,60.50489486,44.0035599,22.28698769,11.14349384
148307,,,İSTANBUL,VİZE,SERGEN,27.704101,41.683716,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,MGnab2,3,17-12-2021,MGnab2,176,Normal Kapalı,3,Kuzey,439,Çok,Heterojen,,Yok,Numune Alındı,Ulaşıldı,2,Örtülü,Ölü Örtü Kaplı,2,Ham Humus,Yapraklı Karışık,2,1,2,110,110,3,5,10,30,B,7.54,0.1537,10.6365281,1.587514259,0.79375713,16.22394769,44.95300368,38.82304863,Tozlu killi balçık,737,42,0.690041089,10.8,11,1007.1864,15,15,45,35,2021,1,30,16.43175102,32.86350204,220.1892428,335.8557158,930.582588,803.6849623,1.643175102,3.286350204,22.01892428,33.58557158,93.0582588,80.36849623,22.28698769,11.14349384
148307,,,İSTANBUL,VİZE,SERGEN,27.704101,41.683716,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,MGnab2,3,17-12-2021,MGnab2,176,Normal Kapalı,3,Kuzey,439,Orta,Heterojen,,Yok,Numune Alındı,Ulaşıldı,2,Örtülü,Ölü Örtü Kaplı,2,Ham Humus,Yapraklı Karışık,2,1,2,110,110,3,5,10,30,C,7.77,0.1234,62.42713568,1.743230355,0.871615177,25.25252525,56.56565657,18.18181818,Tozlu balçık,950,0,0.943221632,10.8,11,1007.1864,15,15,45,35,2021,1,30,24.66378871,49.32757741,1766.478744,714.5618425,1600.618527,514.4845266,2.466378871,4.932757741,176.6478744,71.45618425,160.0618527,51.44845266,22.28698769,11.14349384
148347,,,İSTANBUL,VİZE,VİZE,27.702926,41.575637,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Orta Kapalı,Mab3,4,16-07-2020,Mab3,335,Orta Kapalı,5,Güney,280,Orta,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,10,,Ölü Örtü Kaplı,10,Çürüntülü Yaprak,Yapraklı Karışık,,"0,50",,90,85,15,20,40,100,A,6.6,0.07,0.05,3.53,2.05,30.06,38.9,31.04,Killi Balçık,885.5,208.8,0.8855,10.8,11,1007.1864,10,20,60,80,2020,5,30,54.45825,93.77445,1.32825,798.5439,1033.3785,824.5776,5.445825,9.377445,0.132825,79.85439,103.33785,82.45776,12.531633,7.283877
148347,,,İSTANBUL,VİZE,VİZE,27.702926,41.575637,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Orta Kapalı,Mab3,4,16-07-2020,Mab3,335,Orta Kapalı,5,Güney,280,Orta,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,10,,Ölü Örtü Kaplı,10,Çürüntülü Yaprak,Yapraklı Karışık,,"0,50",,90,85,15,20,40,100,B,5.59,0.05,0.02,1.39,0.81,18.1,66.73,15.17,Kil,756.4,343.4,0.7564,10.8,11,1007.1864,10,20,60,80,2020,5,30,18.38052,31.54188,0.45384,410.7252,1514.23716,344.23764,1.838052,3.154188,0.045384,41.07252,151.423716,34.423764,12.531633,7.283877
148357,,,İSTANBUL,VİZE,VİZE,27.702633,41.548617,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Boşluklu Kapalı,Mab2,4,17-12-2021,Mab2,395,Boşluklu Kapalı,2,Düzlük,226,Yok,,,,Numune Alınmadı,Ulaşılamadı,,Örtülü,Yeşillenmiş,0,Ham Humus,Saf Yapraklı,1,1,1,105,105,0,2,3,0,A,6.78,0.2825,0.172945489,5.633168374,2.816584187,34.54024752,14.31932086,51.14043163,Kil,856,20,0.830035036,10.8,11,1007.1864,0,25,80,0,2021,1,30,70.13590673,140.2718135,4.30652445,860.088468,356.5661401,1273.4505,7.013590673,14.02718135,0.430652445,86.0088468,35.65661401,127.34505,24.74729216,12.37364608
148357,,,İSTANBUL,VİZE,VİZE,27.702633,41.548617,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Boşluklu Kapalı,Mab2,4,17-12-2021,Mab2,395,Boşluklu Kapalı,2,Düzlük,226,Yok,,,,Numune Alınmadı,Ulaşılamadı,,Örtülü,Yeşillenmiş,0,Ham Humus,Saf Yapraklı,1,1,1,105,105,0,2,3,0,B,6.91,0.0743,0.05843797,2.390421646,1.195210823,35.66462592,0,64.33537408,Kil,787,43,0.738691468,10.8,11,1007.1864,0,25,80,0,2021,1,30,26.48676111,52.97352222,1.295028893,790.3546459,0,1425.719757,2.648676111,5.297352222,0.129502889,79.03546459,0,142.5719757,24.74729216,12.37364608
148357,,,İSTANBUL,VİZE,VİZE,27.702633,41.548617,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Boşluklu Kapalı,Mab2,4,17-12-2021,Mab2,395,Boşluklu Kapalı,2,Düzlük,226,Az,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,,Örtülü,Yeşillenmiş,0,Ham Humus,Saf Yapraklı,1,1,1,105,105,0,2,3,0,B,6.76,0.1278,0.174484962,2.261585386,1.130792693,38.05492463,2.064835846,59.88023952,Kil,834,29,0.799256225,10.8,11,1007.1864,0,25,80,0,2021,1,30,27.11379297,54.22758594,4.183745771,912.4690622,49.5099871,1435.789626,2.711379297,5.422758594,0.418374577,91.24690622,4.95099871,143.5789626,24.74729216,12.37364608
151804,,,İSTANBUL,DEMİRKÖY,KARACADAĞ,27.742948,41.926657,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,YAPRAKLI+IBRELI,Normal Kapalı,KnMcd3,1,02-09-2019,KnMcd3,78,Normal Kapalı,18,Güney Batı,398,Az,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,,,Yabanlaşmış,0,Yok,Yok,,2,,90,90,1,5,15,0,A,5.06,0.05,0.09,1.62,0.94,29.96,35.1,34.94,Killi Balçık,949,241,0.95,10.8,11,1007.1864,30,40,41,0,2019,4,30,26.79,46.17,2.565,853.86,1000.35,995.79,2.679,4.617,0.2565,85.386,100.035,99.579,8.847567,5.144496
151804,,,İSTANBUL,DEMİRKÖY,KARACADAĞ,27.742948,41.926657,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,YAPRAKLI+IBRELI,Normal Kapalı,KnMcd3,1,02-09-2019,KnMcd3,78,Normal Kapalı,18,Güney Batı,398,Az,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,,,Yabanlaşmış,0,Yok,Yok,,2,,90,90,1,5,15,0,B,4.87,0.04,0.04,1.51,0.88,29.13,45.92,24.96,Kil,933.9,246.4,0.9339,10.8,11,1007.1864,30,40,41,0,2019,4,30,24.65496,42.30567,1.12068,816.13521,1286.54064,699.30432,2.465496,4.230567,0.112068,81.613521,128.654064,69.930432,8.847567,5.144496
151814,,,İSTANBUL,DEMİRKÖY,KARACADAĞ,27.742635,41.899639,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,YAPRAKLI+IBRELI,Normal Kapalı,MKncd3,2,01-09-2020,MKncd3,128,Normal Kapalı,14,Kuzey,404,Yok,,,,Numune Alınmadı,Ulaşılamadı,5,Örtülü,Ölü Örtü Kaplı,5,Ham Humus,Saf Yapraklı,,1,,100,100,1,5,5,0,A,5.32,0.06,0.06,6.07,3.52,39.95,22.88,37.17,Balçık,886.7,214.4,0.8867,10.8,11,1007.1864,30,40,40,0,2020,5,30,93.63552,161.46807,1.59606,1062.70995,608.63088,988.75917,9.363552,16.146807,0.159606,106.270995,60.863088,98.875917,21.44247,12.445209
