ORNEK_NO,new_id,old_id,BOLGE_ADI,MUDURLUK_ADI,SEFLIK_ADI,NAD_X,NAD_Y,IKLIM_TIPI,ORIJIN,ISLETME_SEKLI,KARISIM_SEKLI,KAPALILIK_DURUMU,AKTUEL_MES_TIP,BONITET,ENVANTER_TARIHI,PLANDAKI_MESCERE_TIPI,BOLME_NO,LOKAL_KONUM,EGIM,BAKI,RAKIM,DOGAL_GENCLIK,DAGILIM,DIGER_VEJETASYON_TURU,DIGER_VEJETASYON_TIPI,ANKAYA,ANKAYA_NOT,YUZEYSEL_TASLIK,DIS_TOPRAK,DIS_TOPRAK_ORTULU,DIS_TOPRAK_CIPLAK_DURUMU,OLU_ORTU_TIPI,OLU_ORTU_TIPI_ESAS_TUR_KARISIMI,OLU_ORTU_KALINLIGI_MUL,OLU_ORTU_KALINLIGI_HUMUS,OLU_ORTU_CURUNTULU_MUL,MUTLAK_DERINLIK,FIZYOLOJIK_DERINLIK,H1_HORIZON_TASLIGI,H2_HORIZON_TASLIGI,H3_HORIZON_TASLIGI,H4_HORIZON_TASLIGI,Horizon,pH,EC_mS_cm,Toplam_Kirec,Organik_Madde,Organik_Karbon,Kum,Kil,Toz,TOPRAK_TURU,Mutlak_Kuruda_Toplam_Agirlik,Mutlak_Kuruda_Tas_Agirligi,Hacim_Agirligi,Silindir_Çap,Silindir_Boy,Silindir_Hacmi,H1_HORIZON_KALINLIGI,H2_HORIZON_KALINLIGI,H3_HORIZON_KALINLIGI,H4_HORIZON_KALINLIGI,YIL,BLOK,horizon_kalinlik,organik_karbon_stok_ton_ha,organik_madde_stok_ton_ha,toplam_kirec_stok_ton_ha,kum_stok_ton_ha,kil_stok_ton_ha,toz_stok_ton_ha,organik_karbon_stok_ton,organik_madde_stok_ton,toplam_kirec_stok_ton,kum_stok_ton,kil_stok_ton,toz_stok_ton,organik_madde_ton,organik_karbon_ton
242584,,,İSTANBUL,ŞİLE,AĞVA,29.767988,41.058112,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,IBRELI+YAPRAKLI,Orta Kapalı,MGna3,4,01-10-2019,MGna3,317,Orta Kapalı,15,Güney Doğu,87,Orta,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,70,,Ölü Örtü Kaplı,70,Yok,Yok,,,,95,95,0,0,2,0,B,7.09,0.05,0.26,1.03,0.6,11.58,65.5,22.92,Kil,1082.5,45.1,1.0825,10.8,11,1007.1864,30,40,55,0,2019,4,30,19.485,33.44925,8.4435,376.0605,2127.1125,744.327,1.9485,3.344925,0.84435,37.60605,212.71125,74.4327,16.405143,9.514221
242594,,,İSTANBUL,ŞİLE,AĞVA,29.766856,41.031119,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Orta Kapalı,MGnDyb3,5,05-10-2020,MGnDyb3,388,Orta Kapalı,30,Kuzey,197,Yok,,,,Numune Alınmadı,Ulaşılamadı,20,,Ölü Örtü Kaplı,20,Ham Humus,Saf Yapraklı,,"0,10",,100,90,1,5,7,0,A,5.59,0.04,0.04,2.34,1.36,29.79,33.52,36.7,Killi Balçık,1161.2,230,1.1612,10.8,11,1007.1864,30,40,60,0,2020,5,30,47.37696,81.51624,1.39344,1037.76444,1167.70272,1278.4812,4.737696,8.151624,0.139344,103.776444,116.770272,127.84812,10.302342,5.9865
242594,,,İSTANBUL,ŞİLE,AĞVA,29.766856,41.031119,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Orta Kapalı,MGnDyb3,5,05-10-2020,MGnDyb3,388,Orta Kapalı,30,Kuzey,197,Yok,,,,Numune Alınmadı,Ulaşılamadı,20,,Ölü Örtü Kaplı,20,Ham Humus,Saf Yapraklı,,"0,10",,100,90,1,5,7,0,B,5.72,0.05,0.04,0.62,0.36,9.8,65.28,24.92,Kil,1156.3,48.2,1.1563,10.8,11,1007.1864,30,40,60,0,2020,5,30,12.48804,21.50718,1.38756,339.9522,2264.49792,864.44988,1.248804,2.150718,0.138756,33.99522,226.449792,86.444988,10.302342,5.9865
243048,,,İSTANBUL,ŞİLE,AĞVA,29.805945,41.111233,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Boşluklu Kapalı,OT,0,29-10-2019,OT,151,Boşluklu Kapalı,46,Güney Doğu,117,Yok,,,,Numune Alınmadı,Ulaşılamadı,20,Örtülü,Ölü Örtü Kaplı,20,Çürüntülü Yaprak,Yapraklı Karışık,,"0,20",,101,80,5,10,30,0,A,5.75,0.06,0.06,1.16,0.67,7.4,67.8,24.8,Kil,1002.9,37,1.0029,10.8,11,1007.1864,20,30,31,0,2019,4,30,20.15829,34.90092,1.80522,222.6438,2039.8986,746.1576,2.015829,3.490092,0.180522,22.26438,203.98986,74.61576,4.548354,2.628507
243048,,,İSTANBUL,ŞİLE,AĞVA,29.805945,41.111233,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Boşluklu Kapalı,OT,0,29-10-2019,OT,151,Boşluklu Kapalı,46,Güney Doğu,117,Yok,,,,Numune Alınmadı,Ulaşılamadı,20,Örtülü,Ölü Örtü Kaplı,20,Çürüntülü Yaprak,Yapraklı Karışık,,"0,20",,101,80,5,10,30,0,B,5.8,0.05,0.07,0.38,0.22,8.16,68.78,23.06,Kil,928.3,30.5,0.9283,10.8,11,1007.1864,20,30,31,0,2019,4,30,6.12678,10.58262,1.94943,227.24784,1915.45422,642.19794,0.612678,1.058262,0.194943,22.724784,191.545422,64.219794,4.548354,2.628507
243068,,,İSTANBUL,ŞİLE,AĞVA,29.803648,41.057249,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,MKnGna3,5,30-12-2021,MKnGna3,324,Normal Kapalı,20,Kuzey Batı,121,Az,Heterojen,,Yok,Numune Alındı,Ulaşıldı,,Örtülü,Ölü Örtü Kaplı,0,Çürüntü Mul,Yapraklı Karışık,3,,2,110,110,0,7,15,0,A,5.35,0.0459,0.462857143,3.528849601,1.764424801,39.51612903,32.25806452,28.22580645,Killi balçık,817,14,0.797270495,10.8,11,1007.1864,0,20,90,0,2021,1,30,42.20171504,84.40343008,11.07067031,945.151313,771.5520922,675.1080807,4.220171504,8.440343008,1.107067031,94.5151313,77.15520922,67.51080807,9.614757055,4.807378527
243068,,,İSTANBUL,ŞİLE,AĞVA,29.803648,41.057249,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,MKnGna3,5,30-12-2021,MKnGna3,324,Normal Kapalı,20,Kuzey Batı,121,Az,Heterojen,,Yok,Numune Alındı,Ulaşıldı,,Örtülü,Ölü Örtü Kaplı,0,Çürüntü Mul,Yapraklı Karışık,3,,2,110,110,0,7,15,0,B,6.51,0.0511,0.46294898,0.405642612,0.202821306,23.37164751,22.18189151,54.44646098,Kil,976,4,0.965064659,10.8,11,1007.1864,0,20,90,0,2021,1,30,5.872070233,11.74414047,13.40327098,676.6545313,642.2087872,1576.33066,0.587207023,1.174414047,1.340327098,67.66545313,64.22087872,157.633066,9.614757055,4.807378527
244193,,,İSTANBUL,ŞİLE,AĞVA,29.914198,41.135563,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Boşluklu Kapalı,OT,0,05-10-2019,OT,81,Boşluklu Kapalı,8,Güney Doğu,82,Az,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,,,Yabanlaşmış,0,Yok,Yok,,,,100,85,0,1,5,0,A,5.47,0.04,0.05,1.32,0.77,62.71,23.14,14.16,Kumlu Killi Balçık,1488.9,57.9,1.4889,10.8,11,1007.1864,25,35,65,0,2019,4,30,34.39359,58.96044,2.23335,2801.06757,1033.59438,632.48472,3.439359,5.896044,0.223335,280.106757,103.359438,63.248472,6.795744,3.979179
244193,,,İSTANBUL,ŞİLE,AĞVA,29.914198,41.135563,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Boşluklu Kapalı,OT,0,05-10-2019,OT,81,Boşluklu Kapalı,8,Güney Doğu,82,Az,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,,,Yabanlaşmış,0,Yok,Yok,,,,100,85,0,1,5,0,B,5.01,0.04,0.04,0.25,0.15,49.99,45.92,4.09,Kumlu Kil,1199.6,5.6,1.1996,10.8,11,1007.1864,25,35,65,0,2019,4,30,5.3982,8.997,1.43952,1799.04012,1652.56896,147.19092,0.53982,0.8997,0.143952,179.904012,165.256896,14.719092,6.795744,3.979179
920187,920187,1569,İSTANBUL,EDİRNE,UZUNKÖPRÜ,26.37481634,41.22479201,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,IBRELI+YAPRAKLI,Boşluklu Kapalı,BMl,0,22-07-2019,BMl,229,Boşluklu Kapalı,2,Kuzey,60,Yok,,,,Numune Alınmadı,Ulaşılamadı,,,Ölü Örtü Kaplı,0,Yok,Yok,,,,101,85,0,0,0,0,A,5.72,0.03,0.01,1.15,0.67,53.97,17.76,28.26,Kumlu Balçık,1018,5.9,1.018,10.8,11,1007.1864,,,,,2019,4,30,20.4618,35.121,0.3054,1648.2438,542.3904,863.0604,2.04618,3.5121,0.03054,164.82438,54.23904,86.30604,4.377774,2.535474
920187,920187,1569,İSTANBUL,EDİRNE,UZUNKÖPRÜ,26.37481634,41.22479201,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,IBRELI+YAPRAKLI,Boşluklu Kapalı,BMl,0,22-07-2019,BMl,229,Boşluklu Kapalı,2,Kuzey,60,Yok,,,,Numune Alınmadı,Ulaşılamadı,,,Ölü Örtü Kaplı,0,Yok,Yok,,,,101,85,0,0,0,0,B,6.29,0.03,0.02,0.23,0.13,44.74,34.64,20.62,Killi Balçık,1254.6,13.4,1.2546,10.8,11,1007.1864,,,,,2019,4,30,4.89294,8.65674,0.75276,1683.92412,1303.78032,776.09556,0.489294,0.865674,0.075276,168.392412,130.378032,77.609556,4.377774,2.535474
920251,920251,2840,İSTANBUL,EDİRNE,UZUNKÖPRÜ,26.41133388,41.14391351,Karadeniz kiyi ardi iliman iklim kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI,Gevşek Kapalı,Çza,3,22-07-2019,Çza,395,Gevşek Kapalı,5,Kuzey,86,Yok,,,,Numune Alınmadı,Ulaşılamadı,,,Ölü Örtü Kaplı,0,Mul,Yapraklı + İbreli Karışık,,2,,100,50,0,0,0,0,A,5.74,0.03,0.02,0.58,0.34,48.64,30.65,20.71,Killi Balçık,1221.7,21.4,1.2217,10.8,11,1007.1864,,,,,2019,4,30,12.46134,21.25758,0.73302,1782.70464,1123.35315,759.04221,1.246134,2.125758,0.073302,178.270464,112.335315,75.904221,3.151749,1.847577
920251,920251,2840,İSTANBUL,EDİRNE,UZUNKÖPRÜ,26.41133388,41.14391351,Karadeniz kiyi ardi iliman iklim kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI,Gevşek Kapalı,Çza,3,22-07-2019,Çza,395,Gevşek Kapalı,5,Kuzey,86,Yok,,,,Numune Alınmadı,Ulaşılamadı,,,Ölü Örtü Kaplı,0,Mul,Yapraklı + İbreli Karışık,,2,,100,50,0,0,0,0,B,6.1,0.15,0.04,0.29,0.17,37.12,43.89,18.99,Kil,1179.3,21.8,1.1793,10.8,11,1007.1864,,,,,2019,4,30,6.01443,10.25991,1.41516,1313.26848,1552.78431,671.84721,0.601443,1.025991,0.141516,131.326848,155.278431,67.184721,3.151749,1.847577
920420,920420,4007,İSTANBUL,EDİRNE,EDİRNE,26.44130881,41.81961999,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,YAPRAKLI+YAPRAKLI,Boşluklu Kapalı,Z,0,09-01-2022,Z,450,Boşluklu Kapalı,25,Kuzey Doğu,209,Yok,,,,Numune Alınmadı,Ulaşılamadı,5,Örtülü,Yeşillenmiş,5,Çürüntü Mul,Yapraklı Karışık,1,,1,100,100,0,5,30,70,A,7.35,0.2172,48.34891371,8.204861681,4.102430841,34.8534202,34.60912052,30.53745928,Killi balçık,772,175,0.592740331,10.8,11,1007.1864,,,,,2021,1,30,72.95028642,145.9005728,859.7505332,619.7708346,615.4266465,543.0235116,7.295028642,14.59005728,85.97505332,61.97708346,61.54266465,54.30235116,25.74943339,12.8747167
920420,920420,4007,İSTANBUL,EDİRNE,EDİRNE,26.44130881,41.81961999,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,YAPRAKLI+YAPRAKLI,Boşluklu Kapalı,Z,0,09-01-2022,Z,450,Boşluklu Kapalı,25,Kuzey Doğu,209,Yok,,,,Numune Alınmadı,Ulaşılamadı,5,Örtülü,Yeşillenmiş,5,Çürüntü Mul,Yapraklı Karışık,1,,1,100,100,0,5,30,70,B,7.55,0.2013,50.24307469,5.607043616,2.803521808,26.61298542,32.61645092,40.77056365,Kil,856,319,0.533168438,10.8,11,1007.1864,,,,,2021,1,30,44.84248033,89.68496065,803.6406501,425.6761163,521.7018661,652.1273326,4.484248033,8.968496065,80.36406501,42.56761163,52.17018661,65.21273326,25.74943339,12.8747167
920420,920420,4007,İSTANBUL,EDİRNE,EDİRNE,26.44130881,41.81961999,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,YAPRAKLI+YAPRAKLI,Boşluklu Kapalı,Z,0,09-01-2022,Z,450,Boşluklu Kapalı,25,Kuzey Doğu,209,Yok,,,Yok,Numune Alınmadı,Ulaşılamadı,5,Örtülü,Yeşillenmiş,5,Çürüntü Mul,Yapraklı Karışık,1,,1,100,100,0,5,30,70,C,7.87,0.133,79.89258883,1.369723517,0.684861758,37.44324488,26.23347795,36.32327717,Killi balçık,1048,511,0.533168438,10.8,11,1007.1864,,,,,2021,1,30,10.95440022,21.90880045,1277.886205,598.906692,419.6058742,580.9927489,1.095440022,2.190880045,127.7886205,59.8906692,41.96058742,58.09927489,25.74943339,12.8747167
920606,920606,6918,İSTANBUL,EDİRNE,MERİÇ,26.51778402,41.25250293,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Mcab3,3,18-12-2021,Mcab3,34,Normal Kapalı,2,Düzlük,111,Yok,,,Yok,Numune Alınmadı,Ulaşılamadı,2,Örtülü,Ölü Örtü Kaplı,2,Ham Humus,Yapraklı + İbreli Karışık,2,1,1,95,95,5,4,30,0,O,5.63,0.0378,0.062263166,2.789345874,1.394672937,31.04846887,38.53173798,30.41979315,Killi balçık,889,34,0.848899469,10.8,11,1007.1864,,,,,2021,1,30,35.51811346,71.03622692,1.585655056,790.710862,981.2871573,774.7003873,3.551811346,7.103622692,0.158565506,79.0710862,98.12871573,77.47003873,10.35034771,5.175173857
920606,920606,6918,İSTANBUL,EDİRNE,MERİÇ,26.51778402,41.25250293,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Mcab3,3,18-12-2021,Mcab3,34,Normal Kapalı,2,Düzlük,111,Yok,,,Yok,Numune Alınmadı,Ulaşılamadı,2,Örtülü,Ölü Örtü Kaplı,2,Ham Humus,Yapraklı + İbreli Karışık,2,1,1,95,95,5,4,30,0,O,4.62,0.0352,0.159412754,0.665121595,0.332560797,-9.038737446,31.56384505,77.4748924,Kil,958,11,0.940243037,10.8,11,1007.1864,,,,,2021,1,30,9.380639226,18.76127845,4.496601968,-254.9582985,890.3305663,2185.356845,0.938063923,1.876127845,0.449660197,-25.49582985,89.03305663,218.5356845,10.35034771,5.175173857
920606,920606,6918,İSTANBUL,EDİRNE,MERİÇ,26.51778402,41.25250293,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Mcab3,3,18-12-2021,Mcab3,34,Normal Kapalı,2,Düzlük,111,Orta,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,2,Örtülü,Ölü Örtü Kaplı,2,Ham Humus,Yapraklı + İbreli Karışık,2,1,1,95,95,5,4,30,0,B,4.77,0.143,0.125947096,0.54844928,0.27422464,19.12069681,24.88593944,55.99336375,Kil,860,21,0.833013631,10.8,11,1007.1864,,,,,2021,1,30,6.852985885,13.70597177,3.147469442,477.8340321,621.9098032,1399.297057,0.685298588,1.370597177,0.314746944,47.78340321,62.19098032,139.9297057,10.35034771,5.175173857
921105,921105,13402,İSTANBUL,EDİRNE,EDİRNE,26.62191549,41.82035643,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Boşluklu Kapalı,Z,0,16-12-2021,Z,408,Boşluklu Kapalı,2,Düzlük,112,Orta,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,3,Örtülü,Ölü Örtü Kaplı,3,Çürüntü Mul,Yapraklı Karışık,1,,1,100,100,0,5,10,0,A,6.29,0.1008,0.462719388,3.60180803,1.800904015,55.658571,26.2017535,18.1396755,Kumlu balçık,664,4,0.655290818,10.8,11,1007.1864,,,,,2021,1,30,35.40347596,70.80695192,9.096472984,1094.176516,515.0930546,356.602884,3.540347596,7.080695192,0.909647298,109.4176516,51.50930546,35.6602884,10.6290026,5.314501298
921105,921105,13402,İSTANBUL,EDİRNE,EDİRNE,26.62191549,41.82035643,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Boşluklu Kapalı,Z,0,16-12-2021,Z,408,Boşluklu Kapalı,2,Düzlük,112,Orta,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,3,Örtülü,Ölü Örtü Kaplı,3,Çürüntü Mul,Yapraklı Karışık,1,,1,100,100,0,5,10,0,B,6.11,0.0518,0.466209184,1.433536687,0.716768344,45.16096273,18.27967909,36.55935818,Kumlu kil,863,32,0.825070712,10.8,11,1007.1864,,,,,2021,1,30,17.74153702,35.48307405,11.53966629,1117.82963,452.4608352,904.9216703,1.774153702,3.548307405,1.153966629,111.782963,45.24608352,90.49216703,10.6290026,5.314501298
922362,922362,32464,İSTANBUL,EDİRNE,LALAPAŞA,26.8021111,41.95591076,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Boşluklu Kapalı,BMc,0,16-12-2021,BMc,90,Boşluklu Kapalı,5,Düzlük,419,Orta,Heterojen,,Yok,Numune Alındı,Ulaşıldı,10,Örtülü,Ölü Örtü Kaplı,10,Çürüntü Mul,Saf Yapraklı,2,,1,90,90,0,5,10,65,A,4.93,0.0618,0.311814433,4.179980685,2.089990342,61.68582375,26.21496269,12.09921355,Kumlu balçık,683,1,0.677133845,10.8,11,1007.1864,,,,,2021,1,30,42.45609592,84.91219184,6.334203181,1253.086771,532.5311548,245.7836099,4.245609592,8.491219184,0.633420318,125.3086771,53.25311548,24.57836099,13.37084981,6.685424907
922362,922362,32464,İSTANBUL,EDİRNE,LALAPAŞA,26.8021111,41.95591076,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Boşluklu Kapalı,BMc,0,16-12-2021,BMc,90,Boşluklu Kapalı,5,Düzlük,419,Orta,Heterojen,,Yok,Numune Alındı,Ulaşıldı,10,Örtülü,Ölü Örtü Kaplı,10,Çürüntü Mul,Saf Yapraklı,2,,1,90,90,0,5,10,65,B,4.75,0.01728,0.466886598,1.183912878,0.591956439,63.76811594,22.14170692,14.09017713,Kumlu balçık,978,60,0.911449956,10.8,11,1007.1864,,,,,2021,1,30,16.18616011,32.37232022,12.76631307,1743.643394,605.4317341,385.2747399,1.618616011,3.237232022,1.276631307,174.3643394,60.54317341,38.52747399,13.37084981,6.685424907
922362,922362,32464,İSTANBUL,EDİRNE,LALAPAŞA,26.8021111,41.95591076,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Boşluklu Kapalı,BMc,0,16-12-2021,BMc,90,Boşluklu Kapalı,5,Düzlük,419,Az,Heterojen,,Yok,Numune Alındı,Ulaşıldı,10,Örtülü,Ölü Örtü Kaplı,10,Çürüntü Mul,Saf Yapraklı,2,,1,90,90,0,5,10,65,C,5.07,0.02344,0.310979381,0.648706487,0.324353243,77.87833082,12.06636501,10.05530417,Kumlu balçık,1159,309,0.843935144,10.8,11,1007.1864,,,,,2021,1,30,8.211993039,16.42398608,7.873392876,1971.727811,305.4968849,254.5807374,0.821199304,1.642398608,0.787339288,197.1727811,30.54968849,25.45807374,13.37084981,6.685424907
922777,922777,37500,İSTANBUL,TEKİRDAĞ,KUŞTEPE,26.84116234,40.79398511,Akdeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,MzMlab1,5,05-01-2022,MzMlab1,223,Normal Kapalı,25,Güney Batı,194,Az,Heterojen,,Yok,Numune Alındı,Ulaşıldı,10,Örtülü,Ölü Örtü Kaplı,10,Çürüntü Mul,Yapraklı Karışık,1,,1,110,110,0,5,15,0,A,6.94,0.314,2.81,6.869189475,3.434594737,43.16451842,38.56693393,18.26854765,Balçık,889,137,0.746634387,10.8,11,1007.1864,,,,,2021,1,30,76.93159605,153.8631921,62.94127879,966.8434121,863.8619718,409.1977761,7.693159605,15.38631921,6.294127879,96.68434121,86.38619718,40.91977761,21.40931942,10.70465971
922777,922777,37500,İSTANBUL,TEKİRDAĞ,KUŞTEPE,26.84116234,40.79398511,Akdeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,MzMlab1,5,05-01-2022,MzMlab1,223,Normal Kapalı,25,Güney Batı,194,Az,Heterojen,,Yok,Numune Alındı,Ulaşıldı,10,Örtülü,Ölü Örtü Kaplı,10,Çürüntü Mul,Yapraklı Karışık,1,,1,110,110,0,5,15,0,B,7.21,0.1773,2.304246154,2.599093359,1.299546679,45.34412955,22.26720648,32.38866397,Kumlu killi balçık,888,110,0.772448873,10.8,11,1007.1864,,,,,2021,1,30,30.11500105,60.2300021,53.39737037,1050.780654,516.0083567,750.5576098,3.011500105,6.02300021,5.339737037,105.0780654,51.60083567,75.05576098,21.40931942,10.70465971
922917,922917,41693,İSTANBUL,EDİRNE,EDİRNE,26.87445622,41.9830328,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Gevşek Kapalı,BMl,0,23-07-2019,BMl,23,Gevşek Kapalı,9,Güney Doğu,449,Az,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,10,Örtülü,Ölü Örtü Kaplı,10,Yok,Yok,,,,60,40,35,40,0,100,A,7.86,0.09,7.41,5.76,3.34,31.4,28.86,39.74,Killi Balçık,933.8,236.3,0.9338,10.8,11,1007.1864,,,,,2019,4,30,93.56676,161.36064,207.58374,879.6396,808.48404,1113.27636,9.356676,16.136064,20.758374,87.96396,80.848404,111.327636,16.136064,9.356676
923188,923188,46297,İSTANBUL,EDİRNE,LALAPAŞA,26.91067072,41.98306669,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,McMlab3,1,30-12-2021,McMlab3,28,Normal Kapalı,5,Düzlük,414,Az,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,5,Örtülü,Ölü Örtü Kaplı,5,Ham Humus,Yapraklı Karışık,2,1,1,60,60,0,5,7,0,A,5.72,0.107,0.123152679,8.811878716,4.405939358,49.34657076,32.41819471,18.23523453,Balçık,707,18,0.684083899,10.8,11,1007.1864,,,,,2021,1,30,90.4209653,180.8419306,2.527402955,1012.715837,665.3029516,374.2329103,9.04209653,18.08419306,0.252740295,101.2715837,66.53029516,37.42329103,27.50165501,13.7508275
923188,923188,46297,İSTANBUL,EDİRNE,LALAPAŞA,26.91067072,41.98306669,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,McMlab3,1,30-12-2021,McMlab3,28,Normal Kapalı,5,Düzlük,414,Az,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,5,Örtülü,Ölü Örtü Kaplı,5,Ham Humus,Yapraklı Karışık,2,1,1,60,60,0,5,7,0,B,5.46,0.0409,0.116844601,2.210988251,1.105494125,28.39607201,30.68739771,40.91653028,Kil,1457,27,1.419796772,10.8,11,1007.1864,,,,,2021,1,30,47.08730973,94.17461946,4.976867642,1209.499542,1307.096047,1742.794729,4.708730973,9.417461946,0.497686764,120.9499542,130.7096047,174.2794729,27.50165501,13.7508275
923374,923374,51265,İSTANBUL,EDİRNE,EDİRNE,26.94690771,41.95606902,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Gevşek Kapalı,BMc,0,23-07-2019,BMc,193,Gevşek Kapalı,8,Kuzey Doğu,364,Orta,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,10,Örtülü,Ölü Örtü Kaplı,10,Yok,Yok,,,,91,70,0,2,5,0,A,5.91,0.03,0.01,1.32,0.77,47.9,21.81,30.29,Balçık,1185.6,295.2,1.1856,10.8,11,1007.1864,,,,,2019,4,30,27.38736,46.94976,0.35568,1703.7072,775.73808,1077.35472,2.738736,4.694976,0.035568,170.37072,77.573808,107.735472,5.587176,3.274056
923374,923374,51265,İSTANBUL,EDİRNE,EDİRNE,26.94690771,41.95606902,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Gevşek Kapalı,BMc,0,23-07-2019,BMc,193,Gevşek Kapalı,8,Kuzey Doğu,364,Orta,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,10,Örtülü,Ölü Örtü Kaplı,10,Yok,Yok,,,,91,70,0,2,5,0,B,5.58,0.04,0.04,0.25,0.15,53.65,23.99,22.36,Kumlu Killi Balçık,1189.6,349,1.1896,10.8,11,1007.1864,,,,,2019,4,30,5.3532,8.922,1.42752,1914.6612,856.15512,797.98368,0.53532,0.8922,0.142752,191.46612,85.615512,79.798368,5.587176,3.274056
923648,923648,56765,İSTANBUL,TEKİRDAĞ,MALKARA,26.98341172,40.76706749,Karadeniz kiyi ardi iliman iklim kusagi,Ekim ve Dikimli Gelen,Koru,YAPRAKLI+YAPRAKLI,Boşluklu Kapalı,MzMlab1,5,10-08-2020,MzMlab1,264,Boşluklu Kapalı,25,Doğu,273,Az,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,10,,Yabanlaşmış,10,Yok,Yok,,,,110+,111,10,15,45,0,A,6.68,0.05,0.06,4.11,2.38,38.78,24.24,36.98,Balçık,968.9,103.3,0.9689,10.8,11,1007.1864,,,,,2020,5,30,69.17946,119.46537,1.74402,1127.21826,704.58408,1074.89766,6.917946,11.946537,0.174402,112.721826,70.458408,107.489766,18.446436,10.676391
923648,923648,56765,İSTANBUL,TEKİRDAĞ,MALKARA,26.98341172,40.76706749,Karadeniz kiyi ardi iliman iklim kusagi,Ekim ve Dikimli Gelen,Koru,YAPRAKLI+YAPRAKLI,Boşluklu Kapalı,MzMlab1,5,10-08-2020,MzMlab1,264,Boşluklu Kapalı,25,Doğu,273,Az,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,10,,Yabanlaşmış,10,Yok,Yok,,,,110+,111,10,15,45,0,B,6.5,0.03,0.05,1.47,0.85,39.36,31.16,29.48,Killi Balçık,1473.9,592.2,1.4739,10.8,11,1007.1864,,,,,2020,5,30,37.58445,64.99899,2.21085,1740.38112,1377.80172,1303.51716,3.758445,6.499899,0.221085,174.038112,137.780172,130.351716,18.446436,10.676391
